candidate_id,event_id,source_id,entry_time_utc,baseline_executed,causal_score,causal_rank,prior_source_executed_count,prior_health_window_count,prior_executed_profit_factor,would_veto,broker_outcome_resolved,broker_exit_time_utc,broker_pnl_usd,evidence_status,broker_execution,broker_exit_fills,refined_antichase_proposal,v2_baseline_path_proposal,combined_veto
bbd0d5c6023c5e19e1d64d84,20260814T051000Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2026-08-14T05:10:00Z,True,0.9396800737783432,0.5598591549295775,65,20,1.5080424579470857,False,True,2026-08-14T05:50:57.190000Z,-7.243022464261402,RETAIN,"{'ticket': 5383911, 'broker_entry_time_utc': '2026-08-14T05:10:33.435000Z', 'direction': 'SHORT', 'volume_lots': 0.01, 'entry_price': 4320.5, 'entry_cost_usd': 0.0}","[{'deal_ticket': 4943805, 'exit_time_utc': '2026-08-14T05:50:57.190000Z', 'volume_lots': 0.01, 'exit_price': 4327.74, 'pnl_usd': -7.2430224642614025}]",False,False,False
9ae1de630f35c48846f3be46,20260817T090500Z_LONG,V7_SWING_HEALTH,2026-08-17T09:05:00Z,True,0.4593193552114686,0.4320046893317702,51,20,1.6201840796636702,False,True,2026-08-17T12:26:36.093000Z,-8.313138189244384,RETAIN,"{'ticket': 5433652, 'broker_entry_time_utc': '2026-08-17T09:06:31.224000Z', 'direction': 'LONG', 'volume_lots': 0.01, 'entry_price': 4397.22, 'entry_cost_usd': 0.0}","[{'deal_ticket': 4994200, 'exit_time_utc': '2026-08-17T12:26:36.093000Z', 'volume_lots': 0.01, 'exit_price': 4388.91, 'pnl_usd': -8.313138189244384}]",False,False,False
dadfdfffa9616855e9ef8a6e3ec6f082,dadfdfffa9616855e9ef8a6e3ec6f082,R1_PULLBACK,2026-08-17T11:30:00Z,True,0.9594542782792168,0.5647334504979497,50,20,1.0770352369380325,False,True,2026-08-17T12:26:36.095000Z,-14.526889040163375,RETAIN,"{'ticket': 5435732, 'broker_entry_time_utc': '2026-08-17T11:31:44.167000Z', 'direction': 'LONG', 'volume_lots': 0.01, 'entry_price': 4403.43, 'entry_cost_usd': 0.0}","[{'deal_ticket': 4994202, 'exit_time_utc': '2026-08-17T12:26:36.095000Z', 'volume_lots': 0.01, 'exit_price': 4388.91, 'pnl_usd': -14.526889040163377}]",False,False,False
bcdc5be8b5b5967eefcba237,20260817T172000Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2026-08-17T17:20:00Z,True,1.8210213703164049,0.7687353629976581,66,20,1.6128532528641404,False,True,2026-08-17T18:31:59.290000Z,16.095302927161335,RETAIN,"{'ticket': 5445639, 'broker_entry_time_utc': '2026-08-17T17:22:08.146000Z', 'direction': 'SHORT', 'volume_lots': 0.01, 'entry_price': 4418.89, 'entry_cost_usd': 0.0}","[{'deal_ticket': 5004025, 'exit_time_utc': '2026-08-17T18:31:59.290000Z', 'volume_lots': 0.01, 'exit_price': 4402.79, 'pnl_usd': 16.095302927161335}]",False,False,False
bb1d298121b2ff1430f5126d,20260818T000001Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2026-08-18T00:05:00Z,True,-1.3209305386108574,0.1011695906432748,67,20,1.5354828465261272,False,True,2026-08-18T00:09:51.894000Z,-5.52212389380531,RETAIN,"{'ticket': 5450944, 'broker_entry_time_utc': '2026-08-18T00:05:38.839000Z', 'direction': 'LONG', 'volume_lots': 0.01, 'entry_price': 4426.12, 'entry_cost_usd': 0.0}","[{'deal_ticket': 5008137, 'exit_time_utc': '2026-08-18T00:09:51.894000Z', 'volume_lots': 0.01, 'exit_price': 4420.6, 'pnl_usd': -5.52212389380531}]",False,False,False
9fe105f4fc2b776d44e8b902,20260820T203500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2026-08-20T20:35:00Z,True,-1.013767927439862,0.134929906542056,68,20,1.2342411995018157,False,True,2026-08-20T23:02:51.175000Z,-8.193328795098706,RETAIN,"{'ticket': 5572921, 'broker_entry_time_utc': '2026-08-20T20:35:35.787000Z', 'direction': 'SHORT', 'volume_lots': 0.01, 'entry_price': 4518.34, 'entry_cost_usd': 0.0}","[{'deal_ticket': 5130429, 'exit_time_utc': '2026-08-20T23:02:51.175000Z', 'volume_lots': 0.01, 'exit_price': 4526.88, 'pnl_usd': -8.193328795098706}]",False,False,False
1bab03d0d823b7a8577d0db0,20260820T230501Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2026-08-20T23:10:00Z,True,-1.0550752618099415,0.1295971978984238,69,20,1.2966764943117832,False,True,2026-08-20T23:28:31.143000Z,-8.01361470388019,RETAIN,"{'ticket': 5575277, 'broker_entry_time_utc': '2026-08-20T23:12:28.919000Z', 'direction': 'LONG', 'volume_lots': 0.01, 'entry_price': 4531.24, 'entry_cost_usd': 0.0}","[{'deal_ticket': 5131474, 'exit_time_utc': '2026-08-20T23:28:31.143000Z', 'volume_lots': 0.01, 'exit_price': 4523.23, 'pnl_usd': -8.01361470388019}]",False,False,False
f1dabaea9f9f9e5f06168ea8,20260821T013500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2026-08-21T01:35:00Z,True,-0.1468495818106387,0.2817969661610268,70,20,1.3857860932700363,False,True,2026-08-21T01:41:05.620000Z,-11.474472430224644,RETAIN,"{'ticket': 5578968, 'broker_entry_time_utc': '2026-08-21T01:36:24.595000Z', 'direction': 'LONG', 'volume_lots': 0.01, 'entry_price': 4535.62, 'entry_cost_usd': 0.0}","[{'deal_ticket': 5134784, 'exit_time_utc': '2026-08-21T01:41:05.620000Z', 'volume_lots': 0.01, 'exit_price': 4524.15, 'pnl_usd': -11.474472430224644}]",False,False,False
4ae30b395f131b90a24c692c,20260823T233500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2026-08-23T23:35:00Z,True,-0.3512085782552866,0.2383449883449883,71,20,1.3742349976461463,False,True,2026-08-23T23:42:47.387000Z,-9.494894486044927,RETAIN,"{'ticket': 5615790, 'broker_entry_time_utc': '2026-08-23T23:37:00.169000Z', 'direction': 'LONG', 'volume_lots': 0.01, 'entry_price': 4618.47, 'entry_cost_usd': 0.0}","[{'deal_ticket': 5171041, 'exit_time_utc': '2026-08-23T23:42:47.387000Z', 'volume_lots': 0.01, 'exit_price': 4608.98, 'pnl_usd': -9.494894486044927}]",False,False,False
f3ab6be49b9fdce239f6715e,20260824T021000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2026-08-24T02:10:00Z,True,-1.4188432614448216,0.0873108265424912,72,20,1.3839310614088909,False,True,2026-08-24T02:47:30.798000Z,-17.99863852961198,RETAIN,"{'ticket': 5630929, 'broker_entry_time_utc': '2026-08-24T02:11:27.980000Z', 'direction': 'LONG', 'volume_lots': 0.01, 'entry_price': 4650.16, 'entry_cost_usd': 0.0}","[{'deal_ticket': 5184676, 'exit_time_utc': '2026-08-24T02:47:30.798000Z', 'volume_lots': 0.01, 'exit_price': 4632.17, 'pnl_usd': -17.99863852961198}]",True,False,True
c2dd142dfe5963a005dbff99,20260825T001500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2026-08-25T00:15:00Z,True,-1.3753565933736542,0.094240837696335,73,20,1.030022605255722,False,True,2026-08-25T01:01:06.651000Z,-11.904697072838664,RETAIN,"{'ticket': 5678497, 'broker_entry_time_utc': '2026-08-25T00:15:32.348000Z', 'direction': 'LONG', 'volume_lots': 0.01, 'entry_price': 4686.82, 'entry_cost_usd': 0.0}","[{'deal_ticket': 5224356, 'exit_time_utc': '2026-08-25T01:01:06.651000Z', 'volume_lots': 0.01, 'exit_price': 4674.92, 'pnl_usd': -11.904697072838665}]",True,False,True
