attempt_no,variant_id,regime_owner,mechanic,geometry_id,raw_signal_count,minimum_era_raw_signal_count,parameters_json
23134,01987e88361d210a,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_EXTENDED,313,51,"{""body_min"":0.0,""geometry_id"":""C_EXTENDED"",""gold_horizon"":""H4"",""hour_window"":""LONDON_NY"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":0.5,""pressure_min"":0.75,""require_confirmation"":true}"
23135,01bb8be27cda6be7,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_EXTENDED,253,48,"{""body_min"":0.0,""geometry_id"":""C_EXTENDED"",""gold_horizon"":""H1"",""hour_window"":""ALL"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":0.0,""pressure_min"":0.5,""require_confirmation"":true}"
23136,01c16b98af85697c,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_EXTENDED,480,73,"{""body_min"":0.0,""geometry_id"":""C_EXTENDED"",""gold_horizon"":""H12"",""hour_window"":""NEW_YORK"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":0.25,""pressure_min"":0.5,""require_confirmation"":false}"
23137,01cb7ab35d0df0dd,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_BALANCED,329,48,"{""body_min"":0.2,""geometry_id"":""C_BALANCED"",""gold_horizon"":""H4"",""hour_window"":""LONDON_NY"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":0.25,""pressure_min"":0.75,""require_confirmation"":false}"
23138,01d6a8fb97aa02f1,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_BALANCED,354,51,"{""body_min"":0.4,""geometry_id"":""C_BALANCED"",""gold_horizon"":""H4"",""hour_window"":""ALL"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":0.5,""pressure_min"":0.75,""require_confirmation"":false}"
23139,01dd00dd93639aff,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_EXTENDED,129,22,"{""body_min"":0.2,""geometry_id"":""C_EXTENDED"",""gold_horizon"":""H1"",""hour_window"":""LONDON_NY"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":-0.25,""pressure_min"":0.75,""require_confirmation"":false}"
23140,020604b0d2a35bd7,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_BALANCED,265,41,"{""body_min"":0.4,""geometry_id"":""C_BALANCED"",""gold_horizon"":""H4"",""hour_window"":""LONDON_NY"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":0.25,""pressure_min"":0.75,""require_confirmation"":false}"
23141,022a47a736948dac,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_BALANCED,174,19,"{""body_min"":0.0,""geometry_id"":""C_BALANCED"",""gold_horizon"":""H4"",""hour_window"":""ALL"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":0.25,""pressure_min"":1.0,""require_confirmation"":true}"
23142,022b28b8e1600631,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_BALANCED,155,34,"{""body_min"":0.4,""geometry_id"":""C_BALANCED"",""gold_horizon"":""H1"",""hour_window"":""NEW_YORK"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":-0.25,""pressure_min"":0.5,""require_confirmation"":false}"
23143,0233e723611aa33d,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_EXTENDED,190,24,"{""body_min"":0.2,""geometry_id"":""C_EXTENDED"",""gold_horizon"":""H12"",""hour_window"":""LONDON_NY"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":-0.25,""pressure_min"":0.5,""require_confirmation"":true}"
23144,02345d594c06699e,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_EXTENDED,170,21,"{""body_min"":0.2,""geometry_id"":""C_EXTENDED"",""gold_horizon"":""H12"",""hour_window"":""NEW_YORK"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":-0.25,""pressure_min"":0.5,""require_confirmation"":true}"
23145,023e30286a797efd,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_BALANCED,207,27,"{""body_min"":0.4,""geometry_id"":""C_BALANCED"",""gold_horizon"":""H12"",""hour_window"":""LONDON_NY"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":0.25,""pressure_min"":0.5,""require_confirmation"":true}"
23146,02568fbccaaeb9b3,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_FAST,295,46,"{""body_min"":0.4,""geometry_id"":""C_FAST"",""gold_horizon"":""H12"",""hour_window"":""LONDON_NY"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":0.25,""pressure_min"":0.5,""require_confirmation"":false}"
23147,02708fa2925910fc,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_EXTENDED,255,48,"{""body_min"":0.2,""geometry_id"":""C_EXTENDED"",""gold_horizon"":""H1"",""hour_window"":""LONDON_NY"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":0.25,""pressure_min"":0.5,""require_confirmation"":true}"
23148,0277f8c50cb4d368,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_BALANCED,190,28,"{""body_min"":0.2,""geometry_id"":""C_BALANCED"",""gold_horizon"":""H12"",""hour_window"":""ALL"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":-0.25,""pressure_min"":0.75,""require_confirmation"":false}"
23149,027cdd73b1729008,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_EXTENDED,191,23,"{""body_min"":0.4,""geometry_id"":""C_EXTENDED"",""gold_horizon"":""H4"",""hour_window"":""ALL"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":0.5,""pressure_min"":1.0,""require_confirmation"":false}"
23150,02876980a3bdd74f,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_FAST,276,42,"{""body_min"":0.2,""geometry_id"":""C_FAST"",""gold_horizon"":""H12"",""hour_window"":""NEW_YORK"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":0.5,""pressure_min"":0.5,""require_confirmation"":true}"
23151,02b536ea42ae4b29,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_FAST,295,43,"{""body_min"":0.0,""geometry_id"":""C_FAST"",""gold_horizon"":""H12"",""hour_window"":""NEW_YORK"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":0.25,""pressure_min"":0.5,""require_confirmation"":true}"
23152,02cd476ad55dcb65,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_EXTENDED,114,21,"{""body_min"":0.0,""geometry_id"":""C_EXTENDED"",""gold_horizon"":""H4"",""hour_window"":""NEW_YORK"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":0.5,""pressure_min"":1.25,""require_confirmation"":false}"
23153,02db1d9a7aecaeb2,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_EXTENDED,218,31,"{""body_min"":0.2,""geometry_id"":""C_EXTENDED"",""gold_horizon"":""H12"",""hour_window"":""ALL"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":0.5,""pressure_min"":0.75,""require_confirmation"":true}"
23154,02ec457ab9a5ccd4,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_EXTENDED,152,23,"{""body_min"":0.0,""geometry_id"":""C_EXTENDED"",""gold_horizon"":""H4"",""hour_window"":""LONDON_NY"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":-0.25,""pressure_min"":1.0,""require_confirmation"":false}"
23155,030b84932fa46bf7,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_FAST,235,29,"{""body_min"":0.0,""geometry_id"":""C_FAST"",""gold_horizon"":""H12"",""hour_window"":""LONDON_NY"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":-0.25,""pressure_min"":0.5,""require_confirmation"":true}"
23156,030d4d6113602c09,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_FAST,825,128,"{""body_min"":0.0,""geometry_id"":""C_FAST"",""gold_horizon"":""H4"",""hour_window"":""LONDON_NY"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":0.25,""pressure_min"":0.5,""require_confirmation"":false}"
23157,030ea18d9844427c,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_FAST,153,19,"{""body_min"":0.0,""geometry_id"":""C_FAST"",""gold_horizon"":""H4"",""hour_window"":""NEW_YORK"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":0.5,""pressure_min"":1.0,""require_confirmation"":true}"
23158,031955d6817ed4a5,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_EXTENDED,247,31,"{""body_min"":0.4,""geometry_id"":""C_EXTENDED"",""gold_horizon"":""H12"",""hour_window"":""NEW_YORK"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":0.0,""pressure_min"":0.5,""require_confirmation"":false}"
23159,031e1b548efd6955,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_BALANCED,817,106,"{""body_min"":0.0,""geometry_id"":""C_BALANCED"",""gold_horizon"":""H4"",""hour_window"":""ALL"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":0.0,""pressure_min"":0.5,""require_confirmation"":false}"
23160,0334ff95b904f3b4,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_FAST,740,130,"{""body_min"":0.4,""geometry_id"":""C_FAST"",""gold_horizon"":""H1"",""hour_window"":""ALL"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":0.5,""pressure_min"":0.5,""require_confirmation"":false}"
23161,0350721f3ed1eb38,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_BALANCED,272,48,"{""body_min"":0.0,""geometry_id"":""C_BALANCED"",""gold_horizon"":""H1"",""hour_window"":""NEW_YORK"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":0.25,""pressure_min"":0.75,""require_confirmation"":false}"
23162,0352c640e70a8ef0,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_FAST,102,22,"{""body_min"":0.2,""geometry_id"":""C_FAST"",""gold_horizon"":""H1"",""hour_window"":""ALL"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":-0.25,""pressure_min"":0.5,""require_confirmation"":true}"
23163,035a0e054e00a23f,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_EXTENDED,233,35,"{""body_min"":0.2,""geometry_id"":""C_EXTENDED"",""gold_horizon"":""H12"",""hour_window"":""ALL"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":0.0,""pressure_min"":0.75,""require_confirmation"":false}"
23164,036edd2ddac743c1,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_FAST,135,22,"{""body_min"":0.4,""geometry_id"":""C_FAST"",""gold_horizon"":""H1"",""hour_window"":""LONDON_NY"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":0.0,""pressure_min"":0.75,""require_confirmation"":false}"
23165,039a18cc321fe004,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_EXTENDED,322,63,"{""body_min"":0.2,""geometry_id"":""C_EXTENDED"",""gold_horizon"":""H1"",""hour_window"":""ALL"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":0.25,""pressure_min"":0.75,""require_confirmation"":false}"
23166,03ab32e4e7fe36a9,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_EXTENDED,363,48,"{""body_min"":0.4,""geometry_id"":""C_EXTENDED"",""gold_horizon"":""H4"",""hour_window"":""LONDON_NY"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":0.0,""pressure_min"":0.5,""require_confirmation"":false}"
23167,03ca96dcde577604,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_EXTENDED,427,53,"{""body_min"":0.4,""geometry_id"":""C_EXTENDED"",""gold_horizon"":""H4"",""hour_window"":""ALL"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":0.0,""pressure_min"":0.5,""require_confirmation"":false}"
23168,03d6de73e37d2e75,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_BALANCED,229,46,"{""body_min"":0.4,""geometry_id"":""C_BALANCED"",""gold_horizon"":""H1"",""hour_window"":""NEW_YORK"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":0.0,""pressure_min"":0.5,""require_confirmation"":false}"
23169,03e99c2ca35fe9d8,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_EXTENDED,353,44,"{""body_min"":0.4,""geometry_id"":""C_EXTENDED"",""gold_horizon"":""H4"",""hour_window"":""NEW_YORK"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":0.25,""pressure_min"":0.5,""require_confirmation"":false}"
23170,03ec36b17beab470,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_FAST,278,55,"{""body_min"":0.0,""geometry_id"":""C_FAST"",""gold_horizon"":""H1"",""hour_window"":""ALL"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":0.0,""pressure_min"":0.75,""require_confirmation"":false}"
23171,03fc8d2879996489,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_EXTENDED,233,36,"{""body_min"":0.4,""geometry_id"":""C_EXTENDED"",""gold_horizon"":""H4"",""hour_window"":""LONDON_NY"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":0.25,""pressure_min"":0.75,""require_confirmation"":false}"
23172,041a249f4a6ec01c,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_BALANCED,634,89,"{""body_min"":0.4,""geometry_id"":""C_BALANCED"",""gold_horizon"":""H4"",""hour_window"":""ALL"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":0.5,""pressure_min"":0.5,""require_confirmation"":false}"
23173,043eda44a8e73d8c,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_FAST,144,26,"{""body_min"":0.4,""geometry_id"":""C_FAST"",""gold_horizon"":""H1"",""hour_window"":""NEW_YORK"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":0.25,""pressure_min"":0.75,""require_confirmation"":false}"
23174,04780e033e22c644,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_EXTENDED,449,66,"{""body_min"":0.2,""geometry_id"":""C_EXTENDED"",""gold_horizon"":""H4"",""hour_window"":""ALL"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":0.5,""pressure_min"":0.75,""require_confirmation"":false}"
23175,048e91d434b13dca,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_BALANCED,308,44,"{""body_min"":0.2,""geometry_id"":""C_BALANCED"",""gold_horizon"":""H4"",""hour_window"":""NEW_YORK"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":-0.25,""pressure_min"":0.5,""require_confirmation"":false}"
23176,04c8eb8cd772476f,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_FAST,395,63,"{""body_min"":0.0,""geometry_id"":""C_FAST"",""gold_horizon"":""H12"",""hour_window"":""ALL"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":-0.25,""pressure_min"":0.5,""require_confirmation"":false}"
23177,04d2fc572b7daed6,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_FAST,307,50,"{""body_min"":0.0,""geometry_id"":""C_FAST"",""gold_horizon"":""H12"",""hour_window"":""ALL"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":0.0,""pressure_min"":0.75,""require_confirmation"":false}"
23178,04db62c380a13b27,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_FAST,202,33,"{""body_min"":0.4,""geometry_id"":""C_FAST"",""gold_horizon"":""H4"",""hour_window"":""NEW_YORK"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":-0.25,""pressure_min"":0.5,""require_confirmation"":false}"
23179,04e71d57992e588d,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_BALANCED,819,155,"{""body_min"":0.0,""geometry_id"":""C_BALANCED"",""gold_horizon"":""H1"",""hour_window"":""NEW_YORK"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":0.5,""pressure_min"":0.5,""require_confirmation"":false}"
23180,04f1e7389d6f03ed,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_BALANCED,392,57,"{""body_min"":0.0,""geometry_id"":""C_BALANCED"",""gold_horizon"":""H12"",""hour_window"":""LONDON_NY"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":0.5,""pressure_min"":0.5,""require_confirmation"":true}"
23181,04fae3837a2ab387,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_BALANCED,516,81,"{""body_min"":0.0,""geometry_id"":""C_BALANCED"",""gold_horizon"":""H12"",""hour_window"":""LONDON_NY"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":0.25,""pressure_min"":0.5,""require_confirmation"":false}"
23182,052482e3d5899887,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_FAST,563,101,"{""body_min"":0.0,""geometry_id"":""C_FAST"",""gold_horizon"":""H1"",""hour_window"":""LONDON_NY"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":0.5,""pressure_min"":0.5,""require_confirmation"":true}"
23183,056b55fd06c68e7f,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_BALANCED,512,102,"{""body_min"":0.2,""geometry_id"":""C_BALANCED"",""gold_horizon"":""H1"",""hour_window"":""ALL"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":0.0,""pressure_min"":0.5,""require_confirmation"":false}"
23184,058f326d8ad4297a,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_BALANCED,132,23,"{""body_min"":0.0,""geometry_id"":""C_BALANCED"",""gold_horizon"":""H1"",""hour_window"":""LONDON_NY"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":0.0,""pressure_min"":1.0,""require_confirmation"":false}"
23185,05ab9170b62876cb,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_EXTENDED,818,33,"{""body_min"":0.2,""geometry_id"":""C_EXTENDED"",""gold_horizon"":""H1"",""hour_window"":""ALL"",""macro_key"":""H4_D2"",""maximum_alignment_atr"":0.5,""pressure_min"":0.5,""require_confirmation"":false}"
23186,05c5fa4555f721db,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_BALANCED,604,17,"{""body_min"":0.0,""geometry_id"":""C_BALANCED"",""gold_horizon"":""H1"",""hour_window"":""NEW_YORK"",""macro_key"":""H4_D2"",""maximum_alignment_atr"":0.25,""pressure_min"":0.5,""require_confirmation"":false}"
23187,05d32f8625931de6,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_BALANCED,166,23,"{""body_min"":0.2,""geometry_id"":""C_BALANCED"",""gold_horizon"":""H12"",""hour_window"":""ALL"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":0.0,""pressure_min"":0.75,""require_confirmation"":true}"
23188,05e3bd98225e3733,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_BALANCED,984,164,"{""body_min"":0.2,""geometry_id"":""C_BALANCED"",""gold_horizon"":""H1"",""hour_window"":""ALL"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":0.5,""pressure_min"":0.5,""require_confirmation"":false}"
23189,05f357df65456c37,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_FAST,1174,158,"{""body_min"":0.0,""geometry_id"":""C_FAST"",""gold_horizon"":""H4"",""hour_window"":""ALL"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":0.5,""pressure_min"":0.5,""require_confirmation"":false}"
23190,05fea1e2e58c2839,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_FAST,393,45,"{""body_min"":0.0,""geometry_id"":""C_FAST"",""gold_horizon"":""H4"",""hour_window"":""ALL"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":-0.25,""pressure_min"":0.5,""require_confirmation"":true}"
23191,061beb045c787a30,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_BALANCED,128,16,"{""body_min"":0.2,""geometry_id"":""C_BALANCED"",""gold_horizon"":""H4"",""hour_window"":""LONDON_NY"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":-0.25,""pressure_min"":0.75,""require_confirmation"":true}"
23192,0633f5ba042344cb,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_BALANCED,184,35,"{""body_min"":0.0,""geometry_id"":""C_BALANCED"",""gold_horizon"":""H4"",""hour_window"":""NEW_YORK"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":0.25,""pressure_min"":1.0,""require_confirmation"":false}"
23193,06352d8b7189b0aa,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_FAST,182,21,"{""body_min"":0.0,""geometry_id"":""C_FAST"",""gold_horizon"":""H4"",""hour_window"":""LONDON_NY"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":0.5,""pressure_min"":1.0,""require_confirmation"":true}"
23194,0662636f1412bdff,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_BALANCED,319,48,"{""body_min"":0.2,""geometry_id"":""C_BALANCED"",""gold_horizon"":""H12"",""hour_window"":""NEW_YORK"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":0.0,""pressure_min"":0.5,""require_confirmation"":false}"
23195,06693d579ea96c00,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_FAST,322,47,"{""body_min"":0.0,""geometry_id"":""C_FAST"",""gold_horizon"":""H12"",""hour_window"":""NEW_YORK"",""macro_key"":""H1_D10"",""maximum_alignment_atr"":-0.25,""pressure_min"":0.5,""require_confirmation"":false}"
23196,066988527a4e0158,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_EXTENDED,677,131,"{""body_min"":0.0,""geometry_id"":""C_EXTENDED"",""gold_horizon"":""H1"",""hour_window"":""ALL"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":0.0,""pressure_min"":0.5,""require_confirmation"":false}"
23197,067bd35594ffb1cf,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_BALANCED,322,63,"{""body_min"":0.2,""geometry_id"":""C_BALANCED"",""gold_horizon"":""H1"",""hour_window"":""ALL"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":0.25,""pressure_min"":0.75,""require_confirmation"":false}"
23198,06820b118905ea80,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_EXTENDED,162,24,"{""body_min"":0.0,""geometry_id"":""C_EXTENDED"",""gold_horizon"":""H12"",""hour_window"":""ALL"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":-0.25,""pressure_min"":0.75,""require_confirmation"":true}"
23199,068c15c14cdc35dc,CHOP,CHOP_MACRO_CONSENSUS_CATCHUP,C_BALANCED,624,124,"{""body_min"":0.0,""geometry_id"":""C_BALANCED"",""gold_horizon"":""H1"",""hour_window"":""ALL"",""macro_key"":""H1_D2"",""maximum_alignment_atr"":0.5,""pressure_min"":0.75,""require_confirmation"":false}"
