trade_id,candidate_id,family_id,fold_id,signal_time,entry_time,exit_time,direction,fee_stress_pnl_usd,model_score,b123_quantile,b123_threshold,v12_action,v12_retained,raw_cooldown_accepted,raw_cooldown_reason,ml_cooldown_accepted,ml_cooldown_reason
1c8941137ba750c934f793ec,f42d136c0c1b2451389aecadd2b1d38104831f7db23a85cf2bcb98de842c0d25,R2_DOWNTREND,,2014-03-25 07:00:00.427000+00:00,2014-03-25 07:00:00.427000+00:00,2014-03-25 08:56:26.677000+00:00,SHORT,-4.954275528183332,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
6c642d0b7ad382db1a64076f,b4c9969e06d7b8724e65a7215fb9931ec94fc06405b524c86c5cdb04830d7c12,R2_DOWNTREND,,2014-04-01 07:00:00.149000+00:00,2014-04-01 07:00:00.149000+00:00,2014-04-01 07:41:39.063000+00:00,SHORT,-3.4826712003297167,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
4c56f3ab12c948f663e38e44,06e71f801299570af919fc9d32f7778f59cf913635e1317b60868d6d23f7702b,R2_DOWNTREND,,2014-04-01 10:00:00.209000+00:00,2014-04-01 10:00:00.209000+00:00,2014-04-02 11:57:37.914000+00:00,SHORT,-5.655266596803923,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
fc821d101e854e995fb39478,8effff2c522c02d6e918b49271c77d12129ea95e1b02147268ebcc5120ebb57e,R2_DOWNTREND,,2014-04-22 15:00:00.241000+00:00,2014-04-22 15:00:00.241000+00:00,2014-04-23 01:22:22.177000+00:00,SHORT,-5.618867572337568,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
1ae2e92db1dd165646a7d500,a2fa2049f4004e1f3562a601a9b6c87f60d8c7e9377ca49f3fa9eceea777bd35,R2_DOWNTREND,,2014-04-23 06:00:00.159000+00:00,2014-04-23 06:00:00.159000+00:00,2014-04-23 10:51:04.802000+00:00,SHORT,-4.584804774522329,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
2fd61cb7e2a618b0f4e0eba8,41e9d3fa843420374206b020f30908551d3fa2f5925aba1605bfa4426ea9fca0,R2_DOWNTREND,,2014-04-24 12:00:00.120000+00:00,2014-04-24 12:00:00.120000+00:00,2014-04-24 12:43:30.040000+00:00,SHORT,-3.4895357427933167,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
fafd666cc525684e5fc048e5,4219d79079cacf3fd7d4d6675c2157d3250451ac64833b2d08d11ab0bd25419a,R3_COMPRESSION,,2014-05-27 08:00:00.244000+00:00,2014-05-27 08:00:00.244000+00:00,2014-05-28 02:00:00.214000+00:00,SHORT,18.940636194029235,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
ea1bc0459791594a16321b99,0db5e423b29f6f26c7ab506e7f535d2923e0312287ba152337af9b736b88b438,R2_DOWNTREND,,2014-06-01 23:00:14.375000+00:00,2014-06-01 23:00:14.375000+00:00,2014-06-03 11:00:00.182000+00:00,SHORT,0.9413971476082131,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
4c5f6499e9172aa7a76d6234,42e67bf4f26a7fc1bac21c26f5fb95c08a204f766c24aa966203edc3a4be3679,R3_COMPRESSION,,2014-06-10 13:00:00.323000+00:00,2014-06-10 13:00:00.323000+00:00,2014-06-10 22:01:11.230000+00:00,LONG,-3.8411894649204408,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
662e409a15fcf350a62f805f,d5c3b10b960ccf52a9c8c1f8e060187a7ce7f69ff101f3307a41354a8702ce9f,R3_COMPRESSION,,2014-06-11 02:00:00.656000+00:00,2014-06-11 02:00:00.656000+00:00,2014-06-11 07:31:07.301000+00:00,LONG,-2.262957858862561,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
a83fb420050149372f7afb62,9e56f0ecb26badf71cfd61c6aee8cb060d3e3a77d5188323de6b88671b6af114,R2_DOWNTREND,,2014-08-22 12:00:00.140000+00:00,2014-08-22 12:00:00.140000+00:00,2014-08-22 15:27:01.019000+00:00,SHORT,-3.6018798219240513,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
8d1438b09363673e9707ba2e,ba4c5b08f61c5c9690a20df0c12203f893fa4e7ee39cd8e6b117ee8c84129b69,R2_DOWNTREND,,2014-08-25 20:00:00.189000+00:00,2014-08-25 20:00:00.189000+00:00,2014-08-26 02:35:03.030000+00:00,SHORT,-3.706950540579053,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
2317ac9ce6aa20a95cc336db,2d99b67179bc3848f9cbf0ed643cc4be6861c85c4bbc05df602acc20f396b171,R2_DOWNTREND,,2014-09-05 07:00:00.172000+00:00,2014-09-05 07:00:00.172000+00:00,2014-09-05 12:30:03.097000+00:00,SHORT,-7.747593294539743,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
87b62c6aeecf4815c68de789,6c49c2a6154d1785b41642aafd90086d01deac526099f62ef0d64d48c1406ab3,R2_DOWNTREND,,2014-09-11 11:00:00.333000+00:00,2014-09-11 11:00:00.333000+00:00,2014-09-11 12:32:31.914000+00:00,SHORT,-4.962419604408974,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
43252333468d1975e29aaad1,f199b8f3d5c9649ac3aaee0bb4e3a5e8331f7c8c32f50a5b0909d9c3baba76ca,R2_DOWNTREND,,2014-09-15 19:00:00.200000+00:00,2014-09-15 19:00:00.200000+00:00,2014-09-16 01:38:14.375000+00:00,SHORT,-4.253150451153261,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
bdd6e76f42d3f96a642661ca,85f62ad75fe52b68a81af5aaaaf2331d2a8337ce590dd5b22543554d02d4f8b4,R2_DOWNTREND,,2014-09-17 20:00:00.022000+00:00,2014-09-17 20:00:00.022000+00:00,2014-09-18 14:55:33.583000+00:00,SHORT,-6.256223524887044,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
4b7af06abefcc81dac36ba56,000a569144501063c4e6cfbd664938e1a5661328a6dcfb63aa9d4237f13c88c2,R2_DOWNTREND,,2014-10-27 20:00:00.076000+00:00,2014-10-27 20:00:00.076000+00:00,2014-10-28 02:53:17.743000+00:00,SHORT,-3.106949086496307,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
e750868557f0d42a6b1821d7,76044dfbaea4c10eb86ffe4889c179d864b91f688092a71a402a9a7f5c651eda,R2_DOWNTREND,,2014-10-29 10:00:02.088000+00:00,2014-10-29 10:00:02.088000+00:00,2014-10-30 22:00:01.099000+00:00,SHORT,27.455094710965664,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
1da11a1dfe9efd58bc4475fe,71bae6e19d0469255156739ba302610f30cfd051437b4a670e5d27a4c6bd6e8c,R2_DOWNTREND,,2015-02-23 08:00:00.473000+00:00,2015-02-23 08:00:00.473000+00:00,2015-02-23 14:51:43.160000+00:00,SHORT,-3.320850221989163,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
d2fe2e5ab2a7f2e049682980,f39d3c247daf9e321a8af323595bc59087c424a72cc8b2916fc2d8bb2a774e9e,R2_DOWNTREND,,2015-03-09 13:00:00.217000+00:00,2015-03-09 13:00:00.217000+00:00,2015-03-11 01:00:00.122000+00:00,SHORT,7.061928986734209,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
feb041525db15c723546663e,eb990f2010a82baf4e7ac691cebfd015504ab67173e86dea0689f0f84cf8ec38,R2_DOWNTREND,,2015-03-11 09:00:01.283000+00:00,2015-03-11 09:00:01.283000+00:00,2015-03-12 06:49:31.934000+00:00,SHORT,-4.599181418813089,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
752260c1fca24c9fb62cf37c,044d6eba4137dde4fde73f77b701633d442192b4504aca6c8042b54e67742801,R2_DOWNTREND,,2015-05-28 14:00:00.226000+00:00,2015-05-28 14:00:00.226000+00:00,2015-05-28 14:03:35.771000+00:00,SHORT,-4.443437131636017,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
