attempt_no,router_id,mechanic,parameters_json
25268,0587555211bfc54e,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":30,""threshold"":-0.1,""weak_multiplier"":0.0}"
25269,058ef8e92b0acc7b,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":365,""minimum_history"":30,""threshold"":0.1,""weak_multiplier"":0.25}"
25270,05a45395bfb64c45,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":365,""minimum_history"":5,""threshold"":0.05,""weak_multiplier"":0.0}"
25271,05c2897d9c61d88c,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":3650,""minimum_history"":5,""threshold"":-0.1,""weak_multiplier"":0.0}"
25272,05ff3f7905ab038f,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":730,""minimum_history"":20,""threshold"":-0.05,""weak_multiplier"":0.25}"
25273,0610417ccd503d1e,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":730,""minimum_history"":20,""threshold"":0.0,""weak_multiplier"":0.25}"
25274,064e884e70bf1fd5,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":3650,""minimum_history"":10,""threshold"":0.0,""weak_multiplier"":0.0}"
25275,065923e4552f08fa,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":20,""threshold"":0.1,""weak_multiplier"":0.5}"
25276,067265682f64c7b2,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":730,""minimum_history"":5,""threshold"":-0.05,""weak_multiplier"":0.0}"
25277,067332376f24d892,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":365,""minimum_history"":5,""threshold"":0.0,""weak_multiplier"":0.0}"
25278,06bb390e9a6cc029,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":730,""minimum_history"":10,""threshold"":0.05,""weak_multiplier"":0.25}"
25279,0733731c94e3faf4,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":180,""minimum_history"":10,""threshold"":0.025,""weak_multiplier"":0.0}"
25280,0785ba54351aa6be,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":1460,""minimum_history"":10,""threshold"":-0.05,""weak_multiplier"":0.5}"
25281,07ab9d60b9c016b5,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":1460,""minimum_history"":5,""threshold"":0.0,""weak_multiplier"":0.25}"
25282,08370cbdd280e58f,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":15,""threshold"":0.025,""weak_multiplier"":0.25}"
25283,0857b74157b1a81a,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":3650,""minimum_history"":5,""threshold"":0.0,""weak_multiplier"":0.25}"
25284,08c82488e0a0cf94,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":180,""minimum_history"":30,""threshold"":-0.1,""weak_multiplier"":0.25}"
25285,08ca398e2e6aebd0,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":180,""minimum_history"":15,""threshold"":-0.1,""weak_multiplier"":0.0}"
25286,09c975f28cfbc37f,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":180,""minimum_history"":20,""threshold"":-0.05,""weak_multiplier"":0.5}"
25287,09e384d42d51075f,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":730,""minimum_history"":5,""threshold"":-0.05,""weak_multiplier"":0.5}"
25288,09fc751313427e0b,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":3650,""minimum_history"":15,""threshold"":-0.05,""weak_multiplier"":0.25}"
25289,0a680bc79aae31b5,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":180,""minimum_history"":30,""threshold"":0.05,""weak_multiplier"":0.25}"
25290,0ab173bbf7d1358f,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":3650,""minimum_history"":15,""threshold"":0.1,""weak_multiplier"":0.25}"
25291,0ab5edd7497ed3ae,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":1460,""minimum_history"":20,""threshold"":0.025,""weak_multiplier"":0.25}"
25292,0aec203522d0083c,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":365,""minimum_history"":20,""threshold"":0.025,""weak_multiplier"":0.25}"
25293,0aed0a282aee12a6,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":3650,""minimum_history"":5,""threshold"":0.0,""weak_multiplier"":0.5}"
25294,0b0b34021028fb7e,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":730,""minimum_history"":30,""threshold"":-0.1,""weak_multiplier"":0.0}"
25295,0b4c4be49771a261,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":180,""minimum_history"":5,""threshold"":-0.1,""weak_multiplier"":0.0}"
25296,0bbd2d0d7d681274,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":180,""minimum_history"":30,""threshold"":-0.1,""weak_multiplier"":0.5}"
25297,0bbe90c31a531a26,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":180,""minimum_history"":20,""threshold"":0.05,""weak_multiplier"":0.0}"
25298,0bd39db70a023e84,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":180,""minimum_history"":20,""threshold"":0.1,""weak_multiplier"":0.25}"
25299,0be5141f542d11b4,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":180,""minimum_history"":30,""threshold"":0.025,""weak_multiplier"":0.0}"
25300,0c92c906111fbb9a,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":365,""minimum_history"":20,""threshold"":0.05,""weak_multiplier"":0.0}"
25301,0cb56d781d9f59a1,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":730,""minimum_history"":5,""threshold"":0.025,""weak_multiplier"":0.0}"
25302,0cefdc1e105dceeb,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":730,""minimum_history"":20,""threshold"":-0.1,""weak_multiplier"":0.25}"
25303,0d552b6a4d075c52,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":730,""minimum_history"":10,""threshold"":0.1,""weak_multiplier"":0.25}"
25304,0da4b9b7f621de8d,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":365,""minimum_history"":10,""threshold"":0.025,""weak_multiplier"":0.0}"
25305,0df3f105bc9a0148,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":3650,""minimum_history"":5,""threshold"":0.05,""weak_multiplier"":0.5}"
25306,0e23e749091e524d,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":180,""minimum_history"":30,""threshold"":0.1,""weak_multiplier"":0.5}"
25307,0e365ab24bf1970c,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":1460,""minimum_history"":5,""threshold"":-0.05,""weak_multiplier"":0.5}"
25308,0e5ed1463054118f,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":180,""minimum_history"":15,""threshold"":0.05,""weak_multiplier"":0.5}"
25309,0e665e556e9b40ab,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":10,""threshold"":0.025,""weak_multiplier"":0.0}"
25310,0e6bab13e48c0250,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":5,""threshold"":0.025,""weak_multiplier"":0.0}"
25311,0e83870eb6b42e14,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":730,""minimum_history"":10,""threshold"":0.025,""weak_multiplier"":0.0}"
25312,0ea4d3400bbfee62,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":180,""minimum_history"":15,""threshold"":-0.1,""weak_multiplier"":0.5}"
25313,0eba5e98329d3725,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":730,""minimum_history"":10,""threshold"":0.0,""weak_multiplier"":0.5}"
25314,0ee48acf1c894311,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":3650,""minimum_history"":15,""threshold"":-0.1,""weak_multiplier"":0.5}"
25315,0f207905eb457887,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":3650,""minimum_history"":20,""threshold"":0.0,""weak_multiplier"":0.25}"
25316,0f27be1c7af3a2b2,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":365,""minimum_history"":20,""threshold"":0.05,""weak_multiplier"":0.0}"
25317,0f2808ca9d81daae,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":180,""minimum_history"":5,""threshold"":-0.05,""weak_multiplier"":0.5}"
25318,0f2ffa3751ab13a0,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":1460,""minimum_history"":5,""threshold"":-0.1,""weak_multiplier"":0.5}"
25319,0f5a610834e0fc15,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":10,""threshold"":0.0,""weak_multiplier"":0.25}"
25320,0f64f1a5403d54c1,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":1460,""minimum_history"":30,""threshold"":-0.1,""weak_multiplier"":0.25}"
25321,0f68a411a593184f,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":730,""minimum_history"":5,""threshold"":0.05,""weak_multiplier"":0.5}"
25322,0f95323eb86b6144,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":20,""threshold"":0.0,""weak_multiplier"":0.25}"
25323,1019d9002f572da2,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":3650,""minimum_history"":5,""threshold"":0.1,""weak_multiplier"":0.5}"
25324,104dce8588821dad,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":30,""threshold"":0.05,""weak_multiplier"":0.25}"
25325,10ab213854e8552e,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":365,""minimum_history"":15,""threshold"":-0.1,""weak_multiplier"":0.0}"
25326,10ac55f089601678,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":3650,""minimum_history"":30,""threshold"":0.0,""weak_multiplier"":0.25}"
25327,11185d4a1f54563b,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":180,""minimum_history"":15,""threshold"":-0.05,""weak_multiplier"":0.0}"
25328,11308dbe5432710c,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":730,""minimum_history"":30,""threshold"":-0.05,""weak_multiplier"":0.25}"
25329,115bc96629a0128a,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":180,""minimum_history"":15,""threshold"":0.025,""weak_multiplier"":0.5}"
25330,115f338d6af299e6,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":1460,""minimum_history"":10,""threshold"":0.025,""weak_multiplier"":0.0}"
25331,11658972adedb40f,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":730,""minimum_history"":20,""threshold"":0.025,""weak_multiplier"":0.5}"
25332,1166a636f8b58bad,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":365,""minimum_history"":20,""threshold"":0.1,""weak_multiplier"":0.25}"
25333,12060b94d381996c,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":730,""minimum_history"":5,""threshold"":-0.05,""weak_multiplier"":0.25}"
25334,12415a7a998f1ce7,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":1460,""minimum_history"":10,""threshold"":0.025,""weak_multiplier"":0.5}"
25335,125d08381030cbb2,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":20,""threshold"":0.05,""weak_multiplier"":0.5}"
25336,1277ea8f007269d1,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":1460,""minimum_history"":30,""threshold"":0.1,""weak_multiplier"":0.25}"
25337,12e8a51f9c14d6e8,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":1460,""minimum_history"":10,""threshold"":-0.05,""weak_multiplier"":0.25}"
25338,131c3f20aa032fa0,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":3650,""minimum_history"":30,""threshold"":0.025,""weak_multiplier"":0.0}"
25339,13516cff1f01eee7,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":730,""minimum_history"":15,""threshold"":0.1,""weak_multiplier"":0.0}"
25340,13598cf7cdb0bd7b,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":365,""minimum_history"":30,""threshold"":0.05,""weak_multiplier"":0.5}"
25341,136fd254aa590736,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":365,""minimum_history"":30,""threshold"":-0.05,""weak_multiplier"":0.25}"
25342,13b3550ce689d7c6,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":3650,""minimum_history"":15,""threshold"":0.025,""weak_multiplier"":0.5}"
25343,13c282b8ab2b1387,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":1460,""minimum_history"":30,""threshold"":0.05,""weak_multiplier"":0.0}"
25344,13cd649f743e216b,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":365,""minimum_history"":15,""threshold"":0.025,""weak_multiplier"":0.25}"
25345,13d73d9f0068e98b,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":365,""minimum_history"":10,""threshold"":0.0,""weak_multiplier"":0.25}"
25346,13f43fd23425bb9e,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":180,""minimum_history"":20,""threshold"":0.0,""weak_multiplier"":0.5}"
25347,14289048bb889199,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":3650,""minimum_history"":5,""threshold"":0.025,""weak_multiplier"":0.0}"
25348,147880c626f03c41,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":3650,""minimum_history"":20,""threshold"":-0.1,""weak_multiplier"":0.5}"
25349,14b48f964a85d6e2,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":3650,""minimum_history"":15,""threshold"":-0.05,""weak_multiplier"":0.25}"
25350,14e23a9a084da119,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":730,""minimum_history"":20,""threshold"":0.1,""weak_multiplier"":0.25}"
25351,150955ce44afac1e,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":180,""minimum_history"":15,""threshold"":0.05,""weak_multiplier"":0.0}"
25352,150a5a6d74a80c9f,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":365,""minimum_history"":10,""threshold"":0.0,""weak_multiplier"":0.25}"
25353,15260130eaeea163,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":365,""minimum_history"":5,""threshold"":0.0,""weak_multiplier"":0.5}"
25354,15798cb2f932e0ce,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":3650,""minimum_history"":10,""threshold"":0.1,""weak_multiplier"":0.5}"
25355,15b2392adb22a1fe,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":20,""threshold"":0.0,""weak_multiplier"":0.5}"
25356,15ffe3984670d2a9,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":1460,""minimum_history"":20,""threshold"":0.025,""weak_multiplier"":0.5}"
25357,1651bb0c14a79716,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":3650,""minimum_history"":20,""threshold"":-0.1,""weak_multiplier"":0.0}"
25358,168a94c7411f9ac9,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":1460,""minimum_history"":20,""threshold"":-0.1,""weak_multiplier"":0.25}"
25359,16b5f79297ff5dde,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":3650,""minimum_history"":20,""threshold"":0.0,""weak_multiplier"":0.5}"
25360,1716cd0f476dbc62,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":730,""minimum_history"":15,""threshold"":0.0,""weak_multiplier"":0.0}"
25361,1725bda2bd3bedfd,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":730,""minimum_history"":10,""threshold"":-0.05,""weak_multiplier"":0.25}"
25362,1727846cab8037d4,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":3650,""minimum_history"":5,""threshold"":0.05,""weak_multiplier"":0.25}"
25363,174dde60a766fbf3,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":180,""minimum_history"":5,""threshold"":-0.1,""weak_multiplier"":0.0}"
25364,1750acd189fa8c41,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":730,""minimum_history"":15,""threshold"":0.05,""weak_multiplier"":0.0}"
25365,17bc2b9babb35332,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":3650,""minimum_history"":30,""threshold"":0.025,""weak_multiplier"":0.5}"
25366,17d2f0567108b11b,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":180,""minimum_history"":10,""threshold"":-0.05,""weak_multiplier"":0.25}"
25367,18473fd6467222ad,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":180,""minimum_history"":5,""threshold"":0.0,""weak_multiplier"":0.0}"
25368,18a78dcc55a6b4ed,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":3650,""minimum_history"":5,""threshold"":-0.1,""weak_multiplier"":0.5}"
25369,18f60a8aa7e44a92,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":730,""minimum_history"":10,""threshold"":-0.1,""weak_multiplier"":0.25}"
25370,18fbcf96e0fd82f2,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":3650,""minimum_history"":5,""threshold"":0.025,""weak_multiplier"":0.5}"
25371,19119098316d6451,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":3650,""minimum_history"":15,""threshold"":0.0,""weak_multiplier"":0.5}"
25372,1919a8a8c3fc85d7,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":1460,""minimum_history"":5,""threshold"":0.0,""weak_multiplier"":0.0}"
25373,1977d1b8a87a9a58,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":3650,""minimum_history"":30,""threshold"":-0.05,""weak_multiplier"":0.25}"
25374,1991c6ace1e744d6,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":3650,""minimum_history"":5,""threshold"":0.0,""weak_multiplier"":0.5}"
25375,19b5ba103c8bc28e,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":365,""minimum_history"":5,""threshold"":-0.05,""weak_multiplier"":0.0}"
25376,19ded98699dc7c68,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":30,""threshold"":0.0,""weak_multiplier"":0.25}"
25377,1a177508d6016bc3,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":1460,""minimum_history"":5,""threshold"":0.1,""weak_multiplier"":0.0}"
25378,1a527651ffd4184d,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":3650,""minimum_history"":20,""threshold"":0.1,""weak_multiplier"":0.0}"
25379,1a5dc77f5f50e78c,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":730,""minimum_history"":30,""threshold"":0.025,""weak_multiplier"":0.25}"
25380,1a80837a817130a4,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":365,""minimum_history"":10,""threshold"":-0.05,""weak_multiplier"":0.5}"
25381,1aa78bc0f0fc8479,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":3650,""minimum_history"":30,""threshold"":-0.1,""weak_multiplier"":0.25}"
25382,1ab3d2510a890541,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":365,""minimum_history"":15,""threshold"":0.025,""weak_multiplier"":0.25}"
25383,1b110e236a7e5d45,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":365,""minimum_history"":15,""threshold"":-0.05,""weak_multiplier"":0.25}"
25384,1b49e4fd2455fbf6,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":30,""threshold"":-0.1,""weak_multiplier"":0.5}"
25385,1b72f9072f70ce1e,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":730,""minimum_history"":20,""threshold"":0.0,""weak_multiplier"":0.0}"
25386,1b79a4110b271e25,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":730,""minimum_history"":15,""threshold"":-0.1,""weak_multiplier"":0.25}"
25387,1c0134bf4b1f4d46,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":180,""minimum_history"":15,""threshold"":-0.05,""weak_multiplier"":0.5}"
25388,1c09a8719600298a,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":365,""minimum_history"":10,""threshold"":-0.05,""weak_multiplier"":0.25}"
25389,1c70395cba632a5e,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":1460,""minimum_history"":10,""threshold"":-0.1,""weak_multiplier"":0.0}"
25390,1c85c75b6dd7d547,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":180,""minimum_history"":30,""threshold"":-0.1,""weak_multiplier"":0.25}"
25391,1cc61efc3eed6480,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":365,""minimum_history"":10,""threshold"":0.0,""weak_multiplier"":0.25}"
