regime_episode_id,regime,start_time,end_time,h4_bars,duration_hours,median_adx,median_er
57,TRANSITION_UNKNOWN,2017-04-06 00:00:00+00:00,2017-04-06 12:00:00+00:00,4,16.0,16.570742344948453,0.20227380456978522
58,COMPRESSION,2017-04-06 16:00:00+00:00,2017-04-06 20:00:00+00:00,2,8.0,16.614155448325313,0.06730134760068382
59,BALANCED_RANGE,2017-04-07 00:00:00+00:00,2017-04-07 04:00:00+00:00,2,8.0,17.516653788349444,0.14739949691976417
60,TRANSITION_UNKNOWN,2017-04-07 08:00:00+00:00,2017-04-07 20:00:00+00:00,4,16.0,20.57605080985509,0.25554235955566307
61,BALANCED_RANGE,2017-04-08 00:00:00+00:00,2017-04-11 12:00:00+00:00,11,44.0,16.109274254169026,0.02896979085980046
62,TRANSITION_UNKNOWN,2017-04-11 16:00:00+00:00,2017-04-13 16:00:00+00:00,13,52.0,25.072836035376,0.3539712320200103
63,TREND_UP,2017-04-13 20:00:00+00:00,2017-04-17 20:00:00+00:00,8,32.0,37.85148407846023,0.5753209435798032
64,TRANSITION_UNKNOWN,2017-04-18 00:00:00+00:00,2017-04-21 16:00:00+00:00,23,92.0,28.498809880026982,0.19414360208583833
65,COMPRESSION,2017-04-21 20:00:00+00:00,2017-04-22 00:00:00+00:00,2,8.0,18.480410857565957,0.0338579955100352
66,UNSAFE_SHOCK,2017-04-24 00:00:00+00:00,2017-04-24 08:00:00+00:00,3,12.0,20.202233138685575,0.21381202835582394
67,TRANSITION_UNKNOWN,2017-04-24 12:00:00+00:00,2017-05-03 16:00:00+00:00,45,180.0,27.608418651715827,0.2459379615952728
68,TREND_DOWN,2017-05-03 20:00:00+00:00,2017-05-08 08:00:00+00:00,17,68.0,46.9925901717862,0.5841670291430946
69,TRANSITION_UNKNOWN,2017-05-08 12:00:00+00:00,2017-05-08 16:00:00+00:00,2,8.0,41.88559053399587,0.414275116417896
70,TREND_DOWN,2017-05-08 20:00:00+00:00,2017-05-09 16:00:00+00:00,6,24.0,36.755817093655835,0.41461534046169457
71,TRANSITION_UNKNOWN,2017-05-09 20:00:00+00:00,2017-05-17 00:00:00+00:00,33,132.0,25.985301840507557,0.19354246927169905
72,TREND_UP,2017-05-17 04:00:00+00:00,2017-05-18 20:00:00+00:00,11,44.0,43.44529249569947,0.6815403422982982
73,TRANSITION_UNKNOWN,2017-05-19 00:00:00+00:00,2017-05-19 20:00:00+00:00,6,24.0,39.01739113168034,0.3474887097040349
74,TREND_UP,2017-05-20 00:00:00+00:00,2017-05-22 04:00:00+00:00,3,12.0,37.57511792315198,0.4106125356125357
75,TRANSITION_UNKNOWN,2017-05-22 08:00:00+00:00,2017-05-25 08:00:00+00:00,19,76.0,32.20252500697778,0.18739703459637572
76,COMPRESSION,2017-05-25 12:00:00+00:00,2017-05-26 16:00:00+00:00,8,32.0,17.713084491152706,0.12053356754777939
77,BALANCED_RANGE,2017-05-26 20:00:00+00:00,2017-05-29 04:00:00+00:00,4,16.0,21.67076208626548,0.14955115584821976
78,TRANSITION_UNKNOWN,2017-05-29 08:00:00+00:00,2017-05-30 20:00:00+00:00,10,40.0,23.24597928296675,0.32429603291636194
79,BALANCED_RANGE,2017-05-31 00:00:00+00:00,2017-05-31 12:00:00+00:00,4,16.0,18.194964478813098,0.12772771317314965
80,TRANSITION_UNKNOWN,2017-05-31 16:00:00+00:00,2017-06-01 04:00:00+00:00,4,16.0,18.09507877350559,0.30477522223976605
81,COMPRESSION,2017-06-01 08:00:00+00:00,2017-06-02 16:00:00+00:00,9,36.0,16.463055119653394,0.10544538873151131
82,TRANSITION_UNKNOWN,2017-06-02 20:00:00+00:00,2017-06-06 00:00:00+00:00,9,36.0,22.986317045035456,0.3252476248231233
83,TREND_UP,2017-06-06 04:00:00+00:00,2017-06-08 12:00:00+00:00,15,60.0,37.08540864613892,0.4511573165947429
84,TRANSITION_UNKNOWN,2017-06-08 16:00:00+00:00,2017-06-12 04:00:00+00:00,11,44.0,32.048062110348496,0.1532817767202057
85,TREND_DOWN,2017-06-12 08:00:00+00:00,2017-06-14 00:00:00+00:00,11,44.0,38.20199388339822,0.5771533855366108
86,TRANSITION_UNKNOWN,2017-06-14 04:00:00+00:00,2017-06-20 12:00:00+00:00,28,112.0,26.497643612533146,0.21071777627090887
87,TREND_DOWN,2017-06-20 16:00:00+00:00,2017-06-21 08:00:00+00:00,5,20.0,32.64084159159946,0.4484978540772543
88,TRANSITION_UNKNOWN,2017-06-21 12:00:00+00:00,2017-06-23 00:00:00+00:00,10,40.0,27.989218566392296,0.09781030982627209
89,COMPRESSION,2017-06-23 04:00:00+00:00,2017-06-23 12:00:00+00:00,3,12.0,19.559174270428088,0.11104910714285579
90,TRANSITION_UNKNOWN,2017-06-23 16:00:00+00:00,2017-06-26 12:00:00+00:00,7,28.0,19.042255669680088,0.2644701691896622
91,BALANCED_RANGE,2017-06-26 16:00:00+00:00,2017-06-27 00:00:00+00:00,3,12.0,22.6617256948044,0.01439008191277581
92,TRANSITION_UNKNOWN,2017-06-27 04:00:00+00:00,2017-06-28 04:00:00+00:00,7,28.0,23.665546511052348,0.01885945217782078
93,BALANCED_RANGE,2017-06-28 08:00:00+00:00,2017-06-29 08:00:00+00:00,7,28.0,18.14453268969277,0.04197229013854748
94,TRANSITION_UNKNOWN,2017-06-29 12:00:00+00:00,2017-06-30 12:00:00+00:00,7,28.0,18.543373290073177,0.20095605809890935
95,BALANCED_RANGE,2017-06-30 16:00:00+00:00,2017-07-01 00:00:00+00:00,3,12.0,22.581676898256415,0.03966494210396278
96,TRANSITION_UNKNOWN,2017-07-03 00:00:00+00:00,2017-07-03 16:00:00+00:00,5,20.0,27.652262978025032,0.35471898197242036
97,TREND_DOWN,2017-07-03 20:00:00+00:00,2017-07-06 16:00:00+00:00,18,72.0,41.386249766921736,0.4858338948267079
98,TRANSITION_UNKNOWN,2017-07-06 20:00:00+00:00,2017-07-13 20:00:00+00:00,32,128.0,34.61481509122463,0.21286052560071653
99,BALANCED_RANGE,2017-07-14 00:00:00+00:00,2017-07-14 08:00:00+00:00,3,12.0,19.72458310083847,0.13906359189378395
100,TRANSITION_UNKNOWN,2017-07-14 12:00:00+00:00,2017-07-17 08:00:00+00:00,7,28.0,22.044451527890324,0.33858267716535956
101,TREND_UP,2017-07-17 12:00:00+00:00,2017-07-17 20:00:00+00:00,3,12.0,28.94598914157842,0.40004622140051577
102,TRANSITION_UNKNOWN,2017-07-18 00:00:00+00:00,2017-07-18 04:00:00+00:00,2,8.0,32.09874047608723,0.3795430439772215
103,TREND_UP,2017-07-18 08:00:00+00:00,2017-07-20 08:00:00+00:00,13,52.0,39.66242417845624,0.4687727825030439
104,TRANSITION_UNKNOWN,2017-07-20 12:00:00+00:00,2017-07-21 20:00:00+00:00,9,36.0,34.976396029464816,0.31797235023041537
105,TREND_UP,2017-07-22 00:00:00+00:00,2017-07-24 04:00:00+00:00,3,12.0,42.1158304736384,0.4069792335688304
106,TRANSITION_UNKNOWN,2017-07-24 08:00:00+00:00,2017-08-01 04:00:00+00:00,37,148.0,33.969213213764675,0.25606891151135697
107,TREND_UP,2017-08-01 08:00:00+00:00,2017-08-01 12:00:00+00:00,2,8.0,30.647480727436786,0.3662902556382497
108,TRANSITION_UNKNOWN,2017-08-01 16:00:00+00:00,2017-08-02 20:00:00+00:00,8,32.0,24.801504284871214,0.14894894167734768
109,BALANCED_RANGE,2017-08-03 00:00:00+00:00,2017-08-04 16:00:00+00:00,11,44.0,17.88651917429892,0.02846759539673066
110,TRANSITION_UNKNOWN,2017-08-04 20:00:00+00:00,2017-08-09 08:00:00+00:00,17,68.0,23.746501026789257,0.15236051502145748
111,BALANCED_RANGE,2017-08-09 12:00:00+00:00,2017-08-10 08:00:00+00:00,6,24.0,20.99594960109475,0.10654765953172096
112,TRANSITION_UNKNOWN,2017-08-10 12:00:00+00:00,2017-08-10 16:00:00+00:00,2,8.0,24.42331583419788,0.44097641255789066
113,TREND_UP,2017-08-10 20:00:00+00:00,2017-08-14 20:00:00+00:00,14,56.0,30.49785046150756,0.51452151959106
114,TRANSITION_UNKNOWN,2017-08-15 00:00:00+00:00,2017-08-18 16:00:00+00:00,23,92.0,25.688315392850846,0.0829039812646414
115,UNSAFE_SHOCK,2017-08-18 20:00:00+00:00,2017-08-19 00:00:00+00:00,2,8.0,20.138237804599925,0.08875690342881018
116,BALANCED_RANGE,2017-08-21 00:00:00+00:00,2017-08-21 04:00:00+00:00,2,8.0,18.211061041305843,0.18003058302859087
117,TRANSITION_UNKNOWN,2017-08-21 08:00:00+00:00,2017-08-22 16:00:00+00:00,9,36.0,15.850233277310165,0.27346041055718406
118,BALANCED_RANGE,2017-08-22 20:00:00+00:00,2017-08-24 20:00:00+00:00,13,52.0,13.031773301027567,0.049198868991519665
119,COMPRESSION,2017-08-25 00:00:00+00:00,2017-08-25 16:00:00+00:00,5,20.0,12.550629276883862,0.023933975240718133
120,BALANCED_RANGE,2017-08-25 20:00:00+00:00,2017-08-28 04:00:00+00:00,4,16.0,14.924563667638663,0.06084112614117111
121,TRANSITION_UNKNOWN,2017-08-28 08:00:00+00:00,2017-08-28 20:00:00+00:00,4,16.0,14.673101505781345,0.44534293985403633
122,UNSAFE_SHOCK,2017-08-29 00:00:00+00:00,2017-09-04 20:00:00+00:00,31,124.0,24.929422161828793,0.3257558536030916
123,TRANSITION_UNKNOWN,2017-09-05 00:00:00+00:00,2017-09-05 12:00:00+00:00,4,16.0,32.66304715817077,0.29056763627241616
124,UNSAFE_SHOCK,2017-09-05 16:00:00+00:00,2017-09-06 08:00:00+00:00,5,20.0,33.423402923923966,0.38674653687757243
125,TRANSITION_UNKNOWN,2017-09-06 12:00:00+00:00,2017-09-06 16:00:00+00:00,2,8.0,34.00729978921211,0.27754051965988447
126,UNSAFE_SHOCK,2017-09-06 20:00:00+00:00,2017-09-07 00:00:00+00:00,2,8.0,32.09411181631262,0.19230088448732924
127,TRANSITION_UNKNOWN,2017-09-07 04:00:00+00:00,2017-09-08 12:00:00+00:00,9,36.0,32.62411052338396,0.24989247311827967
128,UNSAFE_SHOCK,2017-09-08 16:00:00+00:00,2017-09-08 20:00:00+00:00,2,8.0,36.2866036281902,0.21099998280021287
129,TRANSITION_UNKNOWN,2017-09-09 00:00:00+00:00,2017-09-14 04:00:00+00:00,21,84.0,27.63435826675505,0.18879109035386984
130,TREND_DOWN,2017-09-14 08:00:00+00:00,2017-09-14 16:00:00+00:00,3,12.0,27.028418855013587,0.5087332230189313
131,TRANSITION_UNKNOWN,2017-09-14 20:00:00+00:00,2017-09-15 12:00:00+00:00,5,20.0,23.787260683314603,0.15613788800498932
132,UNSAFE_SHOCK,2017-09-15 16:00:00+00:00,2017-09-15 20:00:00+00:00,2,8.0,24.187674998576316,0.1290560630826773
133,TRANSITION_UNKNOWN,2017-09-16 00:00:00+00:00,2017-09-20 20:00:00+00:00,19,76.0,36.84242763014803,0.21525302922309075
134,TREND_DOWN,2017-09-21 00:00:00+00:00,2017-09-22 04:00:00+00:00,8,32.0,44.86380146814973,0.5534529543846289
135,TRANSITION_UNKNOWN,2017-09-22 08:00:00+00:00,2017-09-26 08:00:00+00:00,14,56.0,45.818102630128294,0.25841301479091106
136,UNSAFE_SHOCK,2017-09-26 12:00:00+00:00,2017-09-27 00:00:00+00:00,4,16.0,31.451529610498035,0.06365308534615371
137,TRANSITION_UNKNOWN,2017-09-27 04:00:00+00:00,2017-09-27 12:00:00+00:00,3,12.0,30.282137792861448,0.005089058524174844
138,UNSAFE_SHOCK,2017-09-27 16:00:00+00:00,2017-09-28 00:00:00+00:00,3,12.0,32.251720747150294,0.11083642356819073
139,TRANSITION_UNKNOWN,2017-09-28 04:00:00+00:00,2017-09-29 20:00:00+00:00,11,44.0,34.2763813337668,0.1530612244897983
140,TREND_DOWN,2017-09-30 00:00:00+00:00,2017-10-03 12:00:00+00:00,11,44.0,39.25645348816887,0.4835877064603835
141,TRANSITION_UNKNOWN,2017-10-03 16:00:00+00:00,2017-10-11 20:00:00+00:00,39,156.0,24.506546556214666,0.20815859702630177
142,TREND_UP,2017-10-12 00:00:00+00:00,2017-10-12 12:00:00+00:00,4,16.0,26.704634528608622,0.4683129940599169
143,TRANSITION_UNKNOWN,2017-10-12 16:00:00+00:00,2017-10-30 20:00:00+00:00,77,308.0,29.062179634679516,0.21930036188178068
144,BALANCED_RANGE,2017-10-31 00:00:00+00:00,2017-10-31 16:00:00+00:00,5,20.0,19.588813139552133,0.07431796801504675
145,TRANSITION_UNKNOWN,2017-10-31 20:00:00+00:00,2017-11-01 08:00:00+00:00,4,16.0,18.857795836534507,0.16635604181600433
146,BALANCED_RANGE,2017-11-01 12:00:00+00:00,2017-11-02 00:00:00+00:00,4,16.0,18.230673154938593,0.1740342307024738
147,TRANSITION_UNKNOWN,2017-11-02 04:00:00+00:00,2017-11-02 12:00:00+00:00,3,12.0,18.31421036796629,0.1750872680507037
148,BALANCED_RANGE,2017-11-02 16:00:00+00:00,2017-11-03 04:00:00+00:00,4,16.0,19.562626422326822,0.09381453486064446
149,COMPRESSION,2017-11-03 08:00:00+00:00,2017-11-03 20:00:00+00:00,4,16.0,20.01820272088429,0.12594570596982957
150,BALANCED_RANGE,2017-11-06 00:00:00+00:00,2017-11-06 16:00:00+00:00,5,20.0,16.365924306572687,0.10723288733759899
151,TRANSITION_UNKNOWN,2017-11-06 20:00:00+00:00,2017-11-07 08:00:00+00:00,4,16.0,17.29570203547395,0.18361241401033834
152,BALANCED_RANGE,2017-11-07 12:00:00+00:00,2017-11-09 08:00:00+00:00,12,48.0,14.957319790221149,0.06401242455520438
153,TRANSITION_UNKNOWN,2017-11-09 12:00:00+00:00,2017-11-13 08:00:00+00:00,13,52.0,23.748950005764183,0.19769008662175375
154,BALANCED_RANGE,2017-11-13 12:00:00+00:00,2017-11-14 08:00:00+00:00,6,24.0,20.242836123225494,0.05309496135329801
155,TRANSITION_UNKNOWN,2017-11-14 12:00:00+00:00,2017-11-14 16:00:00+00:00,2,8.0,21.06219748547814,0.18077041549606412
156,BALANCED_RANGE,2017-11-14 20:00:00+00:00,2017-11-15 16:00:00+00:00,6,24.0,17.4500623775128,0.0655453990531108
157,TRANSITION_UNKNOWN,2017-11-15 20:00:00+00:00,2017-11-16 00:00:00+00:00,2,8.0,15.802401427547629,0.1714346889343839
158,BALANCED_RANGE,2017-11-16 04:00:00+00:00,2017-11-17 16:00:00+00:00,10,40.0,13.583737563619334,0.1220556433096933
159,TRANSITION_UNKNOWN,2017-11-17 20:00:00+00:00,2017-11-21 08:00:00+00:00,11,44.0,23.131558674387172,0.3247225025227
160,BALANCED_RANGE,2017-11-21 12:00:00+00:00,2017-11-22 16:00:00+00:00,8,32.0,19.122117704292897,0.07729646349751414
161,TRANSITION_UNKNOWN,2017-11-22 20:00:00+00:00,2017-11-23 12:00:00+00:00,5,20.0,20.140512099770028,0.12715551974214515
162,BALANCED_RANGE,2017-11-23 16:00:00+00:00,2017-11-24 04:00:00+00:00,4,16.0,22.669297433534563,0.05511626955644616
163,TRANSITION_UNKNOWN,2017-11-24 08:00:00+00:00,2017-12-04 08:00:00+00:00,38,152.0,27.917156220230808,0.25602137270636083
164,TREND_DOWN,2017-12-04 12:00:00+00:00,2017-12-04 16:00:00+00:00,2,8.0,27.497229155540005,0.40874083816832485
165,TRANSITION_UNKNOWN,2017-12-04 20:00:00+00:00,2017-12-07 12:00:00+00:00,17,68.0,31.169846452103645,0.3212033867771573
166,TREND_DOWN,2017-12-07 16:00:00+00:00,2017-12-13 04:00:00+00:00,23,92.0,47.710370439202684,0.5560430793777389
167,TRANSITION_UNKNOWN,2017-12-13 08:00:00+00:00,2017-12-23 00:00:00+00:00,48,192.0,35.18503077072248,0.26810417088220184
168,TREND_UP,2017-12-26 08:00:00+00:00,2017-12-30 00:00:00+00:00,23,92.0,54.68849993078068,0.6409198113207579
169,UNSAFE_SHOCK,2018-01-02 08:00:00+00:00,2018-01-02 12:00:00+00:00,2,8.0,63.97813618883258,0.7932882398076446
170,TREND_UP,2018-01-02 16:00:00+00:00,2018-01-04 00:00:00+00:00,9,36.0,66.80972161940765,0.5859190709490139
171,TRANSITION_UNKNOWN,2018-01-04 04:00:00+00:00,2018-01-04 16:00:00+00:00,4,16.0,54.34271425971977,0.3592519567988797
172,TREND_UP,2018-01-04 20:00:00+00:00,2018-01-05 08:00:00+00:00,4,16.0,51.73052160704696,0.4307186392983046
173,TRANSITION_UNKNOWN,2018-01-05 12:00:00+00:00,2018-01-15 04:00:00+00:00,37,148.0,33.633888728281555,0.08253725640045745
174,TREND_UP,2018-01-15 08:00:00+00:00,2018-01-17 04:00:00+00:00,12,48.0,32.64365214978754,0.4609463557883756
175,TRANSITION_UNKNOWN,2018-01-17 08:00:00+00:00,2018-01-17 20:00:00+00:00,4,16.0,21.18143920727038,0.2522559795850787
176,BALANCED_RANGE,2018-01-18 00:00:00+00:00,2018-01-18 20:00:00+00:00,6,24.0,19.97848420329848,0.06524376917105829
177,TRANSITION_UNKNOWN,2018-01-19 00:00:00+00:00,2018-01-19 08:00:00+00:00,3,12.0,17.02962702188098,0.21704616670148474
178,BALANCED_RANGE,2018-01-19 12:00:00+00:00,2018-01-23 04:00:00+00:00,12,48.0,15.735156541709042,0.13436736473849034
179,COMPRESSION,2018-01-23 08:00:00+00:00,2018-01-23 16:00:00+00:00,3,12.0,15.904005740391302,0.07042253521126492
180,TRANSITION_UNKNOWN,2018-01-23 20:00:00+00:00,2018-01-25 00:00:00+00:00,8,32.0,17.32739989813683,0.4498744747760347
181,TREND_UP,2018-01-25 04:00:00+00:00,2018-01-25 16:00:00+00:00,4,16.0,31.850083805994778,0.5474414269915413
182,UNSAFE_SHOCK,2018-01-25 20:00:00+00:00,2018-01-29 00:00:00+00:00,9,36.0,28.41829797657442,0.2735919155892447
183,TRANSITION_UNKNOWN,2018-01-29 04:00:00+00:00,2018-01-29 12:00:00+00:00,3,12.0,23.763753164352426,0.1383232692037667
184,UNSAFE_SHOCK,2018-01-29 16:00:00+00:00,2018-01-29 20:00:00+00:00,2,8.0,21.722740313897333,0.0130053791418554
185,BALANCED_RANGE,2018-01-30 00:00:00+00:00,2018-01-30 04:00:00+00:00,2,8.0,21.50415579398662,0.08419377000632977
186,TRANSITION_UNKNOWN,2018-01-30 08:00:00+00:00,2018-01-30 12:00:00+00:00,2,8.0,21.45062818661515,0.15156269461332417
187,UNSAFE_SHOCK,2018-01-30 16:00:00+00:00,2018-02-02 04:00:00+00:00,16,64.0,16.61146890702136,0.17384142922575296
188,BALANCED_RANGE,2018-02-02 08:00:00+00:00,2018-02-02 12:00:00+00:00,2,8.0,13.475853913128534,0.030053063836018874
189,UNSAFE_SHOCK,2018-02-02 16:00:00+00:00,2018-02-05 12:00:00+00:00,7,28.0,19.99430790253974,0.12051544882120563
190,BALANCED_RANGE,2018-02-05 16:00:00+00:00,2018-02-05 16:00:00+00:00,1,4.0,21.885097034186437,0.015909463670658378
191,UNSAFE_SHOCK,2018-02-05 20:00:00+00:00,2018-02-10 00:00:00+00:00,26,104.0,25.473049701303488,0.23461362902072697
192,TRANSITION_UNKNOWN,2018-02-12 00:00:00+00:00,2018-02-12 20:00:00+00:00,6,24.0,26.740600990137366,0.16726720047718607
193,BALANCED_RANGE,2018-02-13 00:00:00+00:00,2018-02-13 16:00:00+00:00,5,20.0,19.962471295965454,0.10122218740206936
194,TRANSITION_UNKNOWN,2018-02-13 20:00:00+00:00,2018-02-14 12:00:00+00:00,5,20.0,18.1635984348409,0.3412837600841817
195,UNSAFE_SHOCK,2018-02-14 16:00:00+00:00,2018-02-17 00:00:00+00:00,15,60.0,31.762963028445007,0.49515393386544676
