attempt_no,variant_id,regime_owner,mechanic,geometry_id,raw_signal_count,minimum_era_raw_signal_count,parameters_json
28273,008371212a041990,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_EXTENDED,8006,1754,"{""confirmation"":""CANDLE"",""deviation_atr_max"":4.0,""deviation_atr_min"":0.6,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""minimum_week_bars"":8,""target_fraction"":0.25,""wick_min"":0.4}"
28274,008748beb8f901fe,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_EXTENDED,725,148,"{""confirmation"":""WICK"",""deviation_atr_max"":1.5,""deviation_atr_min"":1.2,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""minimum_week_bars"":48,""target_fraction"":0.5,""wick_min"":0.1}"
28275,0089500dd7b290d0,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_BALANCED,1470,296,"{""confirmation"":""CANDLE"",""deviation_atr_max"":2.5,""deviation_atr_min"":0.4,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""minimum_week_bars"":48,""target_fraction"":0.5,""wick_min"":0.1}"
28276,008d718cbbaebb5f,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_BALANCED,1367,286,"{""confirmation"":""WICK"",""deviation_atr_max"":2.5,""deviation_atr_min"":0.9,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""minimum_week_bars"":24,""target_fraction"":0.75,""wick_min"":0.4}"
28277,008d8ee2f8ea3945,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_EXTENDED,2328,506,"{""confirmation"":""EITHER"",""deviation_atr_max"":1.5,""deviation_atr_min"":0.4,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""minimum_week_bars"":24,""target_fraction"":0.5,""wick_min"":0.4}"
28278,0090536993f8565a,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_FAST,2715,601,"{""confirmation"":""CANDLE"",""deviation_atr_max"":4.0,""deviation_atr_min"":0.9,""geometry_id"":""C_FAST"",""hour_window"":""LONDON"",""minimum_week_bars"":24,""target_fraction"":0.25,""wick_min"":0.1}"
28279,0092ddfc00b79d77,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_FAST,7725,1699,"{""confirmation"":""CANDLE"",""deviation_atr_max"":8.0,""deviation_atr_min"":1.6,""geometry_id"":""C_FAST"",""hour_window"":""LONDON_NY"",""minimum_week_bars"":24,""target_fraction"":0.75,""wick_min"":0.1}"
28280,00941d2596a42d93,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_FAST,524,110,"{""confirmation"":""EITHER"",""deviation_atr_max"":1.5,""deviation_atr_min"":1.2,""geometry_id"":""C_FAST"",""hour_window"":""LONDON"",""minimum_week_bars"":8,""target_fraction"":0.75,""wick_min"":0.1}"
28281,0099a034a87f1d8c,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_FAST,5737,1199,"{""confirmation"":""WICK"",""deviation_atr_max"":8.0,""deviation_atr_min"":0.6,""geometry_id"":""C_FAST"",""hour_window"":""LONDON_NY"",""minimum_week_bars"":24,""target_fraction"":0.25,""wick_min"":0.4}"
28282,009d62e8d9c418ca,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_EXTENDED,3949,877,"{""confirmation"":""CANDLE"",""deviation_atr_max"":8.0,""deviation_atr_min"":1.6,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON"",""minimum_week_bars"":24,""target_fraction"":0.25,""wick_min"":0.4}"
28283,009e0dae9a3ccb03,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_EXTENDED,1068,228,"{""confirmation"":""EITHER"",""deviation_atr_max"":1.5,""deviation_atr_min"":1.2,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON_NY"",""minimum_week_bars"":8,""target_fraction"":0.75,""wick_min"":0.1}"
28284,009fe8a4a93fe5f0,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_BALANCED,606,124,"{""confirmation"":""WICK"",""deviation_atr_max"":1.5,""deviation_atr_min"":0.9,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""minimum_week_bars"":24,""target_fraction"":0.25,""wick_min"":0.25}"
28285,00a0b05047bfd7fb,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_BALANCED,2988,607,"{""confirmation"":""CANDLE"",""deviation_atr_max"":1.5,""deviation_atr_min"":0.4,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""minimum_week_bars"":24,""target_fraction"":0.75,""wick_min"":0.1}"
28286,00bd8eab5590568c,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_FAST,704,137,"{""confirmation"":""EITHER"",""deviation_atr_max"":1.5,""deviation_atr_min"":1.2,""geometry_id"":""C_FAST"",""hour_window"":""NEW_YORK"",""minimum_week_bars"":48,""target_fraction"":0.25,""wick_min"":0.25}"
28287,00be94002fc6260a,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_FAST,752,153,"{""confirmation"":""WICK"",""deviation_atr_max"":2.5,""deviation_atr_min"":1.6,""geometry_id"":""C_FAST"",""hour_window"":""NEW_YORK"",""minimum_week_bars"":48,""target_fraction"":0.25,""wick_min"":0.4}"
28288,00bfc59cb4c99090,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_BALANCED,3949,877,"{""confirmation"":""CANDLE"",""deviation_atr_max"":8.0,""deviation_atr_min"":1.6,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""minimum_week_bars"":24,""target_fraction"":0.75,""wick_min"":0.25}"
28289,00c204cdea32c4a1,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_FAST,2018,397,"{""confirmation"":""CANDLE"",""deviation_atr_max"":2.5,""deviation_atr_min"":1.2,""geometry_id"":""C_FAST"",""hour_window"":""NEW_YORK"",""minimum_week_bars"":8,""target_fraction"":0.75,""wick_min"":0.4}"
28290,00c2b804be5cfc05,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_BALANCED,2889,612,"{""confirmation"":""CANDLE"",""deviation_atr_max"":2.5,""deviation_atr_min"":1.2,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""minimum_week_bars"":48,""target_fraction"":0.75,""wick_min"":0.4}"
28291,00c337eb80c12bf5,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_BALANCED,911,192,"{""confirmation"":""CANDLE"",""deviation_atr_max"":1.5,""deviation_atr_min"":0.9,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""minimum_week_bars"":24,""target_fraction"":0.25,""wick_min"":0.25}"
28292,00c60f62802935cc,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_EXTENDED,3022,670,"{""confirmation"":""CANDLE"",""deviation_atr_max"":8.0,""deviation_atr_min"":1.6,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON"",""minimum_week_bars"":48,""target_fraction"":0.75,""wick_min"":0.4}"
28293,00ca93b34abe296e,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_BALANCED,8747,1881,"{""confirmation"":""EITHER"",""deviation_atr_max"":2.5,""deviation_atr_min"":0.4,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""minimum_week_bars"":48,""target_fraction"":0.25,""wick_min"":0.1}"
28294,00cd3d7ee295670b,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_FAST,8613,1882,"{""confirmation"":""CANDLE"",""deviation_atr_max"":4.0,""deviation_atr_min"":0.4,""geometry_id"":""C_FAST"",""hour_window"":""ALL_LIQUID"",""minimum_week_bars"":24,""target_fraction"":0.25,""wick_min"":0.25}"
28295,00ddce95a7cc0d9c,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_BALANCED,12361,2712,"{""confirmation"":""WICK"",""deviation_atr_max"":8.0,""deviation_atr_min"":0.6,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""minimum_week_bars"":48,""target_fraction"":0.5,""wick_min"":0.1}"
28296,00de147505aebb34,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_EXTENDED,10832,2370,"{""confirmation"":""WICK"",""deviation_atr_max"":8.0,""deviation_atr_min"":1.2,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""minimum_week_bars"":24,""target_fraction"":0.75,""wick_min"":0.1}"
28297,00de5a67e3fa18e5,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_BALANCED,10832,2370,"{""confirmation"":""WICK"",""deviation_atr_max"":8.0,""deviation_atr_min"":1.2,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""minimum_week_bars"":8,""target_fraction"":0.75,""wick_min"":0.1}"
28298,00e1b1827bcc5490,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_FAST,2018,397,"{""confirmation"":""CANDLE"",""deviation_atr_max"":2.5,""deviation_atr_min"":1.2,""geometry_id"":""C_FAST"",""hour_window"":""NEW_YORK"",""minimum_week_bars"":24,""target_fraction"":0.25,""wick_min"":0.4}"
28299,00ed42246cb5e179,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_EXTENDED,7629,1607,"{""confirmation"":""WICK"",""deviation_atr_max"":8.0,""deviation_atr_min"":0.4,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""minimum_week_bars"":24,""target_fraction"":0.5,""wick_min"":0.4}"
28300,00ed60404faaa708,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_FAST,1582,344,"{""confirmation"":""EITHER"",""deviation_atr_max"":2.5,""deviation_atr_min"":1.2,""geometry_id"":""C_FAST"",""hour_window"":""LONDON"",""minimum_week_bars"":48,""target_fraction"":0.75,""wick_min"":0.1}"
28301,00f59feafb9bfd37,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_FAST,2381,479,"{""confirmation"":""CANDLE"",""deviation_atr_max"":1.5,""deviation_atr_min"":0.6,""geometry_id"":""C_FAST"",""hour_window"":""ALL_LIQUID"",""minimum_week_bars"":8,""target_fraction"":0.5,""wick_min"":0.1}"
28302,00faf6b048598d86,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_EXTENDED,5226,1125,"{""confirmation"":""EITHER"",""deviation_atr_max"":2.5,""deviation_atr_min"":0.9,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""minimum_week_bars"":24,""target_fraction"":0.75,""wick_min"":0.4}"
28303,00fcd2ba1d5405c5,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_BALANCED,998,204,"{""confirmation"":""WICK"",""deviation_atr_max"":2.5,""deviation_atr_min"":1.6,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""minimum_week_bars"":8,""target_fraction"":0.5,""wick_min"":0.4}"
28304,010044449ca88b8d,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_BALANCED,7725,1699,"{""confirmation"":""CANDLE"",""deviation_atr_max"":8.0,""deviation_atr_min"":1.6,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""minimum_week_bars"":8,""target_fraction"":0.5,""wick_min"":0.4}"
28305,0101311263217ce7,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_BALANCED,3621,757,"{""confirmation"":""CANDLE"",""deviation_atr_max"":4.0,""deviation_atr_min"":1.6,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""minimum_week_bars"":48,""target_fraction"":0.25,""wick_min"":0.25}"
28306,0103b4f13b74f843,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_EXTENDED,740,167,"{""confirmation"":""CANDLE"",""deviation_atr_max"":1.5,""deviation_atr_min"":1.2,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""minimum_week_bars"":8,""target_fraction"":0.5,""wick_min"":0.4}"
28307,01049902f3be71a6,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_BALANCED,3180,650,"{""confirmation"":""CANDLE"",""deviation_atr_max"":2.5,""deviation_atr_min"":0.9,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""minimum_week_bars"":8,""target_fraction"":0.75,""wick_min"":0.1}"
28308,0107ccca40e94947,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_EXTENDED,5333,1106,"{""confirmation"":""CANDLE"",""deviation_atr_max"":4.0,""deviation_atr_min"":0.4,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""minimum_week_bars"":8,""target_fraction"":0.25,""wick_min"":0.1}"
28309,010b2009498df3c4,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_BALANCED,6169,1322,"{""confirmation"":""EITHER"",""deviation_atr_max"":2.5,""deviation_atr_min"":0.9,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""minimum_week_bars"":8,""target_fraction"":0.75,""wick_min"":0.25}"
28310,010da9f117e20f4b,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_BALANCED,4080,838,"{""confirmation"":""WICK"",""deviation_atr_max"":4.0,""deviation_atr_min"":0.9,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""minimum_week_bars"":8,""target_fraction"":0.5,""wick_min"":0.4}"
28311,010de1b3e431a7be,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_BALANCED,12905,2826,"{""confirmation"":""WICK"",""deviation_atr_max"":8.0,""deviation_atr_min"":0.4,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""minimum_week_bars"":48,""target_fraction"":0.25,""wick_min"":0.1}"
28312,01170bf959496f2f,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_FAST,7121,1562,"{""confirmation"":""CANDLE"",""deviation_atr_max"":4.0,""deviation_atr_min"":0.6,""geometry_id"":""C_FAST"",""hour_window"":""ALL_LIQUID"",""minimum_week_bars"":48,""target_fraction"":0.75,""wick_min"":0.4}"
28313,011d5a9cd61aeec9,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_FAST,2275,496,"{""confirmation"":""WICK"",""deviation_atr_max"":2.5,""deviation_atr_min"":0.9,""geometry_id"":""C_FAST"",""hour_window"":""ALL_LIQUID"",""minimum_week_bars"":8,""target_fraction"":0.5,""wick_min"":0.4}"
28314,0122e621842c7686,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_EXTENDED,2715,601,"{""confirmation"":""CANDLE"",""deviation_atr_max"":4.0,""deviation_atr_min"":0.9,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON"",""minimum_week_bars"":24,""target_fraction"":0.25,""wick_min"":0.4}"
28315,012a36c43c8936d4,CHOP,CHOP_WEEK_OPEN_PARTIAL_ROTATION,C_FAST,13252,2918,"{""confirmation"":""EITHER"",""deviation_atr_max"":8.0,""deviation_atr_min"":0.6,""geometry_id"":""C_FAST"",""hour_window"":""LONDON_NY"",""minimum_week_bars"":48,""target_fraction"":0.25,""wick_min"":0.25}"
