candidate_id,family_id,signal_time,session_date,direction,direction_sign,stop_frozen,atr_value,target_r,maximum_hold_hours,initial_balance_high,initial_balance_low,opening_poc,running_poc,cumulative_delta_ratio,cumulative_volume_ratio
37553675631d9cecca126355b4eb115c4dcc00c9cf42e816096a4fe77cc3c12e,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-09-22 14:10:00+00:00,2022-09-22,LONG,1,1671.0519496246598,2.8877063239296854,1.25,2.0,1693.5,1680.0,1692.4,1692.0,-0.04088097469540768,1.550331279786121
1e1d1a3c7678481d169477670467a8507d248040513a0aad1ee4f3d916b56047,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-09-23 14:55:00+00:00,2022-09-23,LONG,1,1641.4908312251691,2.483139735095116,1.25,2.0,1665.8,1650.4,1652.5,1652.5,0.0191167574107683,1.3480671994780624
1d95d8f24b58a2196ba38033b8f65cf888898592f4b4b72780614bdb136ad81a,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-09-27 13:35:00+00:00,2022-09-27,LONG,1,1636.4993221337445,1.8831504308886193,1.25,2.0,1648.0,1642.1,1647.0,1642.6,0.017438536306460833,0.8610249593856151
9d766be1074c5b70d3e58a5f180ec1b63145bd09777c31bd1501baa735177222,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-09-29 13:40:00+00:00,2022-09-29,SHORT,-1,1657.1083864336033,2.360454627768522,1.25,2.0,1665.5,1655.9,1657.0,1660.2,-0.05376928828767589,1.3000751182006982
5fd8451843eb3a425c30cb9c89ec794c50e893d924d161b8f29a13a7d620cd53,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-09-29 14:25:00+00:00,2022-09-29,LONG,1,1645.9144805258443,3.057669969595005,1.25,2.0,1665.5,1655.9,1657.0,1661.0,-0.039969731659519975,1.3014241704964395
7604abb8539378b9e13ab8a18f4201a5d2411e125bb696d476d406f1c8674e3b,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-09-30 13:55:00+00:00,2022-09-30,SHORT,-1,1671.5950611253859,2.4912483828069867,1.25,2.0,1678.0,1670.2,1675.0,1675.0,0.0036671368124118475,1.1471048231973682
16fa8e2e0bd8e48dd038d12bc111193001ccc5e8c24bac40eaca9d4f370ef617,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-10-04 14:20:00+00:00,2022-10-04,SHORT,-1,1715.1377028545303,2.450238652388372,1.25,2.0,1722.7,1714.3,1718.2,1718.2,-0.008456807380486441,1.077869572859905
b213d76a54237b3242d392e168ee0cab518122ec9826618cd1c168ce36ecd12a,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-10-05 13:50:00+00:00,2022-10-05,LONG,1,1707.0067177095632,2.355626224043426,1.25,2.0,1722.8,1716.3,1719.0,1719.0,-0.04145980315303545,0.8530985287561302
c99fee0719b1307f0ca8042ed4ec8c11aabe8c081edb50cbe58af87cb8d72ebf,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-10-06 14:25:00+00:00,2022-10-06,LONG,1,1709.0098091870952,2.253165662240898,1.25,2.0,1728.0,1718.5,1726.5,1720.8,-0.031185574494032926,0.7933334101196715
895a8e76f8b5af9f4c60eed9d1bbbc38ad44955d45ebc5a4f09dee081557862f,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-10-10 13:50:00+00:00,2022-10-10,LONG,1,1673.8770474770274,1.8858264976148456,1.25,2.0,1686.6,1682.0,1684.2,1684.2,0.05757705479452055,0.7075973571117548
96eb97adf448349387b1fb785875e6811290cb3e3bdb18e511141d30e8369f80,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-10-11 13:40:00+00:00,2022-10-11,LONG,1,1668.2030929865718,1.6828317805035289,1.25,2.0,1680.0,1675.6,1677.6,1676.7,-0.01453982985305491,0.5831679595886704
ee32efcfaa4e476ec366a1ecbb13b0c3a59d7fa7cd799802f5cdaea3ac62ab9e,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-10-12 13:50:00+00:00,2022-10-12,SHORT,-1,1673.93455668266,2.123007861953014,1.25,2.0,1679.3,1671.4,1674.0,1678.0,0.006834246126480363,0.8348835391589807
ec10e3f9c8c70e107b50333912857fceff2cf687907d05967e4a93df401403f4,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-10-13 13:50:00+00:00,2022-10-13,LONG,1,1643.8154034309175,4.3142312577442645,1.25,2.0,1683.3,1650.3,1664.0,1659.0,0.027048557048194952,3.2378849460684695
e86324489f0548d25340c7a7bdcba384d40c00b26e81e027b3c49b1b3b0d9de7,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-10-19 13:45:00+00:00,2022-10-19,SHORT,-1,1635.5408871192446,2.2892789638174325,1.25,2.0,1641.2,1634.9,1638.5,1639.9,0.02790346907993967,1.1556035108833234
782f07990fcc2133eb5d7bb97dd6f13bcf7f3d6a582bfe9ea4e24abe78ec292a,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-10-19 16:05:00+00:00,2022-10-19,LONG,1,1629.4654535980844,1.575348708135972,1.25,2.0,1641.2,1634.9,1638.5,1638.2,0.00023524245655855968,0.9378438005589057
461652a5f6314a4a0b69d8684fd53283f0024f57adceea1f76dc0153b60effa0,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-10-24 13:50:00+00:00,2022-10-24,LONG,1,1647.0880691289592,2.27933043651859,1.25,2.0,1656.0,1651.1,1653.0,1652.0,0.023246090810268415,0.916187849536505
017cfc17af56fcae229384abc5e465dc314818493c8b61c0634e8d3fb2f5ac3e,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-10-24 14:00:00+00:00,2022-10-24,SHORT,-1,1653.541491286765,2.484695631487973,1.25,2.0,1656.0,1651.1,1653.0,1652.0,0.025904707682453832,0.9595888890785857
96cc62efb78b76f0b5d2fdb81400004092e3a1edb9b871aebcaabbc213d761de,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-10-26 14:25:00+00:00,2022-10-26,SHORT,-1,1669.1264234342843,2.2904981579813795,1.25,2.0,1672.3,1664.7,1670.0,1670.0,-0.017562796554903417,1.0320387110249836
589e61940d102c2d3db32f900fe3e7e14c643d75689680bc56b97dfed652e6d9,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-10-27 14:20:00+00:00,2022-10-27,SHORT,-1,1666.1199672406763,2.717608518442734,1.25,2.0,1669.0,1658.5,1660.4,1665.2,0.013851713062098502,1.4259541984732824
5ac346a30fd0f78f136966dda673e7e2a90998ac9017836e396cc0869cb2de35,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-10-28 15:50:00+00:00,2022-10-28,LONG,1,1639.3438048360576,1.8543472516969006,1.25,2.0,1657.0,1643.3,1649.0,1650.0,0.01839080459770115,1.27444466680008
06293bc0d93f0c7da5ba3a06e4b13be9d9ec4b42256f1ec405864840f798a740,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-10-31 13:35:00+00:00,2022-10-31,LONG,1,1634.0024086100493,1.5736369293536792,1.25,2.0,1643.6,1637.3,1641.4,1641.4,0.01270612152699345,0.8309908726155001
69c36d4f7c2a63c1299a6afcf81ad6cdacd78c1549f54672d7ab7f1f0f93433b,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-10-31 14:35:00+00:00,2022-10-31,SHORT,-1,1641.0089859041248,1.5517481224997627,1.25,2.0,1643.6,1637.3,1641.4,1641.4,0.02748969136573785,0.6810194443262563
d115a3e540417c6e9a2014e19da3bd4d228189444c396ef0d7291400f6d9463e,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-11-01 13:40:00+00:00,2022-11-01,LONG,1,1651.641587963975,1.6275435717941318,1.25,2.0,1660.3,1655.8,1656.8,1656.5,-0.021542056074766357,0.9358668794962063
f4ee73a5ebbad2bec0690f845932c20540feccf3bcb462dd0c34aaa6ed12b125,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-11-03 14:10:00+00:00,2022-11-03,SHORT,-1,1622.968254001242,2.6155929426378766,1.25,2.0,1625.6,1619.2,1623.7,1623.0,0.0401573082805331,1.2027961001760703
e09c03a96c05270341e8743c3b5cd088772d73a8032da102fd453c5d869ec955,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-11-07 14:50:00+00:00,2022-11-07,SHORT,-1,1681.5485552545867,1.734182652455018,1.25,2.0,1684.7,1676.5,1680.8,1683.5,-0.04849668761678274,0.8453930244664237
7b00a58de48e6677378e6190385696ef66899350988f5b9dfeed92c7deab3c52,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-11-09 14:55:00+00:00,2022-11-09,SHORT,-1,1713.5997363906492,2.076160459587203,1.25,2.0,1715.7,1707.0,1711.7,1714.9,-0.01654873646209386,1.17255625730202
23f5a92144b4eb4b85d2e8c579d97804ef5d53a310a35ffae115761ace62aad7,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-11-10 14:30:00+00:00,2022-11-10,SHORT,-1,1742.8903159165213,3.200371666495515,1.25,2.0,1744.2,1713.3,1737.0,1737.0,0.011474439784918572,3.8765302814969957
f1dd82298f50e303d0acac6597f4fd3d862b51de29eb2671e5e93ce97b27e6f2,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-11-11 14:50:00+00:00,2022-11-11,LONG,1,1758.1102157308876,2.1350403166030856,1.25,2.0,1769.1,1762.6,1765.8,1765.8,-0.00988169798190675,0.9592470211274657
333ffea2cc54ac517f6ce6cfda64862296bb8827b8f4840078ab4a102c080208,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-11-14 14:45:00+00:00,2022-11-14,SHORT,-1,1766.6566977965083,1.8308209370684998,1.25,2.0,1768.7,1763.3,1765.7,1767.0,-0.024636480072327282,0.966979327930061
b192e084c91f5ab17043dc2aeb63c4787f8292be08200575786a553aaa4e0a14,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-11-15 15:35:00+00:00,2022-11-15,LONG,1,1770.9740223677281,2.771738390907955,1.25,2.0,1791.8,1776.0,1789.2,1774.0,-0.01634413393596028,1.2667909883574417
60a62f626facc24bd72c10366bd347ee70a3801bbe0198f78772156a4025d6c3,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-11-16 14:50:00+00:00,2022-11-16,LONG,1,1773.8617889451984,2.121424770354779,1.25,2.0,1784.8,1777.2,1783.5,1780.3,-0.01914476845178697,0.9013591844893064
3a82704f28610a9f90427b5dde031857c40dde6f5324d7dc245c5965dc468deb,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-11-21 14:50:00+00:00,2022-11-21,LONG,1,1741.3381008030678,1.7198814081554539,1.25,2.0,1748.4,1743.3,1747.2,1745.0,0.026742428191628004,0.6722856942594799
162741560a0615af167a9209879cf2b2920686763093f5109cf16cea9238dcf5,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-11-22 14:25:00+00:00,2022-11-22,LONG,1,1742.2009468840597,1.1812389599297017,1.25,2.0,1747.7,1743.0,1746.0,1745.5,0.028172138420585625,0.4684001350754604
