attempt_no,variant_id,geometry_id,history_mode,minimum_cell_rows,prior_strength,lcb_z,minimum_lcb_r,minimum_action_gap_r,maximum_trades_per_utc_day,regime_owner,schema_id
22828,0033a3b1c22cdb41,T_G3_EXTENDED,ROLLING_4Y,24,128.0,1.0,0.05,0.0,4,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22829,003a80e0ee30e301,T_G2_STANDARD,EXPANDING,96,64.0,0.5,0.0,0.01,6,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22830,004986374a6110e7,T_G2_STANDARD,ROLLING_8Y,96,24.0,1.5,0.0,0.01,6,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22831,004aa300a0866157,T_G2_STANDARD,ROLLING_8Y,48,128.0,0.5,0.05,0.0,6,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22832,0051c40164a2b5dd,T_G1_FAST,ROLLING_4Y,48,24.0,2.0,0.0,0.01,4,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22833,0053b1f4d0fb34f1,T_G1_FAST,ROLLING_4Y,24,24.0,1.5,0.025,0.01,6,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22834,005749112a67e24c,T_G2_STANDARD,EXPANDING,48,64.0,2.0,0.01,0.01,2,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22835,0059131de228171e,T_G2_STANDARD,ROLLING_4Y,48,24.0,2.0,0.025,0.0,6,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22836,005a8bcbd208792f,T_G3_EXTENDED,ROLLING_8Y,24,64.0,0.5,0.05,0.0,4,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22837,0063a96a29fbbcad,T_G1_FAST,ROLLING_4Y,24,64.0,0.5,0.025,0.03,4,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22838,0063e308917924ab,T_G2_STANDARD,EXPANDING,96,128.0,0.5,0.0,0.03,4,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22839,0066575ef04db980,T_G2_STANDARD,EXPANDING,96,64.0,0.5,0.01,0.03,2,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22840,006beb78be64e484,T_G3_EXTENDED,ROLLING_8Y,24,64.0,0.5,0.05,0.01,6,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22841,00712e1878acb220,T_G3_EXTENDED,ROLLING_8Y,160,24.0,0.5,0.025,0.01,6,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22842,0072be6b5865ef0b,T_G3_EXTENDED,ROLLING_4Y,96,128.0,1.0,0.01,0.0,4,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22843,0081d23239caa40a,T_G2_STANDARD,ROLLING_8Y,96,64.0,0.5,0.05,0.01,4,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22844,008448c31b5a4066,T_G3_EXTENDED,EXPANDING,48,128.0,1.0,0.025,0.0,6,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22845,0085c8703aa69df9,T_G3_EXTENDED,ROLLING_8Y,48,24.0,1.0,0.05,0.03,2,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22846,00860ae4fe34b624,T_G1_FAST,EXPANDING,48,64.0,1.5,0.05,0.03,6,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22847,008a1034fc2ba373,T_G2_STANDARD,ROLLING_8Y,96,128.0,1.5,0.01,0.03,2,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22848,008ba69e063bee61,T_G2_STANDARD,EXPANDING,96,64.0,2.0,0.05,0.0,6,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22849,009dddde7637760b,T_G2_STANDARD,EXPANDING,24,128.0,0.5,0.01,0.01,6,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22850,00a199542cac2851,T_G3_EXTENDED,ROLLING_8Y,24,24.0,1.5,0.01,0.03,2,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22851,00a4f31183f60ab5,T_G1_FAST,ROLLING_8Y,48,24.0,1.5,0.05,0.0,2,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22852,00b27b6ec627fcc2,T_G3_EXTENDED,ROLLING_8Y,24,128.0,1.5,0.01,0.03,2,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22853,00b36c138865f664,T_G2_STANDARD,ROLLING_4Y,96,24.0,2.0,0.05,0.01,6,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22854,00b605e92f159182,T_G1_FAST,ROLLING_8Y,96,128.0,1.0,0.05,0.03,2,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22855,00bab1257852ef33,T_G2_STANDARD,ROLLING_8Y,48,64.0,2.0,0.0,0.03,6,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22856,00bcf6d706dbb946,T_G2_STANDARD,ROLLING_8Y,96,24.0,2.0,0.05,0.01,2,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22857,00bd3587730c7a9d,T_G2_STANDARD,ROLLING_4Y,160,64.0,1.0,0.05,0.03,4,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22858,00c160deb606a001,T_G1_FAST,ROLLING_8Y,96,128.0,0.5,0.05,0.0,4,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22859,00d94321b131aab5,T_G1_FAST,ROLLING_8Y,160,24.0,1.5,0.01,0.01,2,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22860,00db2637b20ccbe9,T_G3_EXTENDED,ROLLING_8Y,96,128.0,1.5,0.025,0.01,4,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22861,00e1ffe876ef7935,T_G3_EXTENDED,ROLLING_8Y,160,64.0,1.5,0.05,0.0,4,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22862,00e352bfbf7d68f4,T_G3_EXTENDED,ROLLING_4Y,48,64.0,1.5,0.01,0.0,4,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22863,00e50ca0decf1636,T_G2_STANDARD,ROLLING_8Y,24,128.0,2.0,0.025,0.0,4,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22864,00e5af9497a1cf6a,T_G2_STANDARD,ROLLING_4Y,160,64.0,0.5,0.05,0.01,4,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22865,00e9d88d4d4b009d,T_G1_FAST,EXPANDING,96,24.0,1.5,0.025,0.0,4,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22866,00eae3675959c5c9,T_G3_EXTENDED,ROLLING_4Y,160,128.0,1.0,0.025,0.03,2,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22867,00f8d01d5ee4ca97,T_G1_FAST,ROLLING_4Y,24,24.0,0.5,0.025,0.01,4,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22868,00fe854e9eb45ea5,T_G1_FAST,EXPANDING,160,128.0,2.0,0.01,0.03,4,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22869,01009905f5c680a7,T_G3_EXTENDED,ROLLING_4Y,160,24.0,0.5,0.025,0.0,4,TRANSITION,T05_ANCESTRY_LOCATION_CANDLE
22870,0000c4ea753819a7,T_G3_EXTENDED,ROLLING_8Y,24,128.0,1.5,0.025,0.01,2,TRANSITION,T06_SESSION_VOL_MOMENTUM
22871,000b0ab4bb751adc,T_G2_STANDARD,EXPANDING,96,24.0,2.0,0.0,0.0,4,TRANSITION,T06_SESSION_VOL_MOMENTUM
22872,000d225db9534b07,T_G1_FAST,EXPANDING,24,128.0,2.0,0.01,0.01,4,TRANSITION,T06_SESSION_VOL_MOMENTUM
22873,0013332bf613a7f4,T_G1_FAST,ROLLING_8Y,24,24.0,0.5,0.0,0.03,4,TRANSITION,T06_SESSION_VOL_MOMENTUM
22874,00152d7ea8630243,T_G3_EXTENDED,ROLLING_4Y,96,128.0,1.0,0.01,0.0,2,TRANSITION,T06_SESSION_VOL_MOMENTUM
22875,00199a8e5ff6cea9,T_G1_FAST,EXPANDING,48,128.0,1.5,0.0,0.0,4,TRANSITION,T06_SESSION_VOL_MOMENTUM
22876,0021dc1770a67c3b,T_G2_STANDARD,ROLLING_8Y,96,64.0,1.5,0.01,0.03,4,TRANSITION,T06_SESSION_VOL_MOMENTUM
22877,0022b3c5c4ed7595,T_G2_STANDARD,EXPANDING,160,128.0,1.5,0.025,0.03,2,TRANSITION,T06_SESSION_VOL_MOMENTUM
22878,0023fb3bf12d8b61,T_G3_EXTENDED,ROLLING_8Y,24,128.0,1.0,0.05,0.01,4,TRANSITION,T06_SESSION_VOL_MOMENTUM
22879,00291844c8dca59e,T_G1_FAST,ROLLING_8Y,24,64.0,1.5,0.01,0.03,6,TRANSITION,T06_SESSION_VOL_MOMENTUM
22880,0031b862f2d7d657,T_G2_STANDARD,ROLLING_4Y,24,24.0,1.0,0.025,0.0,4,TRANSITION,T06_SESSION_VOL_MOMENTUM
22881,0035c97ac352e556,T_G2_STANDARD,ROLLING_4Y,160,64.0,0.5,0.01,0.03,6,TRANSITION,T06_SESSION_VOL_MOMENTUM
22882,003786128c63ac1c,T_G1_FAST,ROLLING_8Y,96,64.0,0.5,0.0,0.01,6,TRANSITION,T06_SESSION_VOL_MOMENTUM
22883,003af8feba82dd6f,T_G3_EXTENDED,EXPANDING,96,24.0,2.0,0.025,0.01,4,TRANSITION,T06_SESSION_VOL_MOMENTUM
22884,003f7b8a5cb26751,T_G3_EXTENDED,ROLLING_4Y,160,128.0,2.0,0.0,0.01,6,TRANSITION,T06_SESSION_VOL_MOMENTUM
22885,0043572957379ac6,T_G1_FAST,ROLLING_8Y,160,64.0,0.5,0.05,0.03,6,TRANSITION,T06_SESSION_VOL_MOMENTUM
22886,0044ab3f1748ecf1,T_G2_STANDARD,ROLLING_8Y,48,128.0,1.5,0.0,0.0,4,TRANSITION,T06_SESSION_VOL_MOMENTUM
22887,0045035ada2a3657,T_G2_STANDARD,ROLLING_4Y,160,128.0,0.5,0.05,0.03,4,TRANSITION,T06_SESSION_VOL_MOMENTUM
22888,00461f13d077396d,T_G2_STANDARD,ROLLING_4Y,160,128.0,1.5,0.05,0.03,6,TRANSITION,T06_SESSION_VOL_MOMENTUM
22889,004626491862d4c4,T_G2_STANDARD,EXPANDING,24,64.0,2.0,0.025,0.0,6,TRANSITION,T06_SESSION_VOL_MOMENTUM
22890,004a56d1ef0a1f0e,T_G3_EXTENDED,EXPANDING,24,64.0,0.5,0.025,0.01,4,TRANSITION,T06_SESSION_VOL_MOMENTUM
22891,004c3316ec06828f,T_G2_STANDARD,ROLLING_8Y,48,128.0,2.0,0.01,0.01,4,TRANSITION,T06_SESSION_VOL_MOMENTUM
22892,004c43ce56a7a5f5,T_G2_STANDARD,ROLLING_4Y,48,24.0,0.5,0.05,0.0,2,TRANSITION,T06_SESSION_VOL_MOMENTUM
22893,004eae286d7d6f87,T_G3_EXTENDED,EXPANDING,96,24.0,1.0,0.01,0.01,2,TRANSITION,T06_SESSION_VOL_MOMENTUM
22894,005a61162eb8cda0,T_G1_FAST,ROLLING_8Y,96,128.0,1.0,0.025,0.01,2,TRANSITION,T06_SESSION_VOL_MOMENTUM
22895,005fc89fc4aa6694,T_G1_FAST,EXPANDING,48,64.0,1.5,0.01,0.03,4,TRANSITION,T06_SESSION_VOL_MOMENTUM
22896,00601f6407e0ddb9,T_G3_EXTENDED,EXPANDING,48,24.0,2.0,0.01,0.01,6,TRANSITION,T06_SESSION_VOL_MOMENTUM
22897,0075101b2d62d115,T_G2_STANDARD,EXPANDING,160,128.0,1.0,0.0,0.03,2,TRANSITION,T06_SESSION_VOL_MOMENTUM
22898,007517c224690b08,T_G1_FAST,ROLLING_8Y,24,128.0,2.0,0.025,0.03,4,TRANSITION,T06_SESSION_VOL_MOMENTUM
22899,0076b1194e20ff32,T_G1_FAST,ROLLING_4Y,96,128.0,0.5,0.05,0.03,2,TRANSITION,T06_SESSION_VOL_MOMENTUM
22900,0077a0f7aa76dd8f,T_G3_EXTENDED,ROLLING_8Y,96,64.0,1.5,0.05,0.0,2,TRANSITION,T06_SESSION_VOL_MOMENTUM
22901,0079d419890bdaac,T_G1_FAST,EXPANDING,96,64.0,1.0,0.01,0.03,6,TRANSITION,T06_SESSION_VOL_MOMENTUM
22902,008fc75478e724fc,T_G3_EXTENDED,ROLLING_4Y,96,128.0,1.5,0.05,0.0,2,TRANSITION,T06_SESSION_VOL_MOMENTUM
22903,0090301f65f3c6b0,T_G3_EXTENDED,EXPANDING,24,24.0,1.0,0.05,0.01,4,TRANSITION,T06_SESSION_VOL_MOMENTUM
22904,00912b1c1c8a9a2a,T_G3_EXTENDED,ROLLING_4Y,96,24.0,0.5,0.05,0.03,2,TRANSITION,T06_SESSION_VOL_MOMENTUM
22905,0091fc09516f7da1,T_G3_EXTENDED,ROLLING_8Y,24,128.0,1.5,0.01,0.0,4,TRANSITION,T06_SESSION_VOL_MOMENTUM
22906,009c486f27a20032,T_G2_STANDARD,ROLLING_8Y,48,24.0,2.0,0.05,0.03,6,TRANSITION,T06_SESSION_VOL_MOMENTUM
22907,009e02a473fc4916,T_G2_STANDARD,EXPANDING,48,128.0,2.0,0.0,0.01,2,TRANSITION,T06_SESSION_VOL_MOMENTUM
22908,00a38256ccf9067e,T_G3_EXTENDED,EXPANDING,96,64.0,0.5,0.05,0.0,4,TRANSITION,T06_SESSION_VOL_MOMENTUM
22909,00a453d990ecf61f,T_G1_FAST,EXPANDING,160,64.0,0.5,0.05,0.0,4,TRANSITION,T06_SESSION_VOL_MOMENTUM
22910,00a55ce000731edc,T_G3_EXTENDED,ROLLING_8Y,96,128.0,0.5,0.01,0.0,6,TRANSITION,T06_SESSION_VOL_MOMENTUM
22911,00aca8f70ebc2688,T_G3_EXTENDED,EXPANDING,160,24.0,1.0,0.01,0.03,2,TRANSITION,T06_SESSION_VOL_MOMENTUM
22912,00aed5f43eec5239,T_G2_STANDARD,ROLLING_8Y,96,64.0,0.5,0.025,0.01,4,TRANSITION,T06_SESSION_VOL_MOMENTUM
22913,00b3809e5ba81402,T_G2_STANDARD,ROLLING_4Y,48,64.0,2.0,0.025,0.0,4,TRANSITION,T06_SESSION_VOL_MOMENTUM
22914,00b527760bf9bc2f,T_G2_STANDARD,EXPANDING,48,24.0,1.5,0.025,0.01,4,TRANSITION,T06_SESSION_VOL_MOMENTUM
22915,00d68c91b1dbb73b,T_G2_STANDARD,EXPANDING,48,24.0,1.0,0.05,0.03,6,TRANSITION,T06_SESSION_VOL_MOMENTUM
22916,00d83a1e1ba1b038,T_G1_FAST,EXPANDING,48,64.0,1.0,0.025,0.0,2,TRANSITION,T06_SESSION_VOL_MOMENTUM
22917,00d923f901ad0251,T_G1_FAST,ROLLING_4Y,48,64.0,0.5,0.05,0.0,2,TRANSITION,T06_SESSION_VOL_MOMENTUM
22918,00db0237f933e087,T_G3_EXTENDED,ROLLING_8Y,48,24.0,1.0,0.05,0.03,4,TRANSITION,T06_SESSION_VOL_MOMENTUM
22919,00eb9fb489c58077,T_G3_EXTENDED,EXPANDING,96,64.0,2.0,0.05,0.03,4,TRANSITION,T06_SESSION_VOL_MOMENTUM
22920,00028bb6ff90a047,T_G1_FAST,ROLLING_4Y,48,64.0,1.5,0.01,0.0,4,TRANSITION,T07_LIQUIDITY_MOMENTUM
22921,00048ea585b850e4,T_G2_STANDARD,ROLLING_4Y,96,24.0,1.0,0.01,0.01,6,TRANSITION,T07_LIQUIDITY_MOMENTUM
22922,0005f15b23feb432,T_G3_EXTENDED,ROLLING_8Y,96,24.0,1.0,0.0,0.0,4,TRANSITION,T07_LIQUIDITY_MOMENTUM
22923,0007b0a91739e494,T_G3_EXTENDED,ROLLING_4Y,24,24.0,0.5,0.025,0.03,6,TRANSITION,T07_LIQUIDITY_MOMENTUM
22924,000db29652703825,T_G3_EXTENDED,ROLLING_4Y,48,24.0,1.0,0.05,0.0,2,TRANSITION,T07_LIQUIDITY_MOMENTUM
22925,000e409c7ef88f86,T_G3_EXTENDED,ROLLING_8Y,160,128.0,1.0,0.0,0.01,4,TRANSITION,T07_LIQUIDITY_MOMENTUM
22926,00110bd44b27cb10,T_G1_FAST,EXPANDING,160,128.0,1.5,0.025,0.0,2,TRANSITION,T07_LIQUIDITY_MOMENTUM
22927,0011112198411b89,T_G3_EXTENDED,ROLLING_4Y,48,64.0,1.5,0.05,0.01,4,TRANSITION,T07_LIQUIDITY_MOMENTUM
22928,0019f0083cced707,T_G3_EXTENDED,ROLLING_4Y,96,24.0,1.0,0.01,0.03,4,TRANSITION,T07_LIQUIDITY_MOMENTUM
22929,001ccf9ec4addb57,T_G1_FAST,EXPANDING,96,24.0,1.0,0.0,0.01,4,TRANSITION,T07_LIQUIDITY_MOMENTUM
22930,001d5cf704c6b9ee,T_G3_EXTENDED,ROLLING_4Y,48,128.0,1.0,0.025,0.01,2,TRANSITION,T07_LIQUIDITY_MOMENTUM
22931,001dc59ce28f4f0e,T_G1_FAST,EXPANDING,24,128.0,1.5,0.05,0.0,2,TRANSITION,T07_LIQUIDITY_MOMENTUM
22932,0020e77480e0db7d,T_G2_STANDARD,ROLLING_8Y,48,64.0,0.5,0.01,0.03,2,TRANSITION,T07_LIQUIDITY_MOMENTUM
22933,0022e44ab36d189b,T_G1_FAST,EXPANDING,96,24.0,1.5,0.025,0.0,2,TRANSITION,T07_LIQUIDITY_MOMENTUM
22934,002345887f8f528e,T_G2_STANDARD,ROLLING_4Y,96,64.0,0.5,0.0,0.0,2,TRANSITION,T07_LIQUIDITY_MOMENTUM
22935,003107bdfbd37499,T_G3_EXTENDED,ROLLING_4Y,160,64.0,0.5,0.0,0.03,4,TRANSITION,T07_LIQUIDITY_MOMENTUM
22936,0033281863b0b9d7,T_G1_FAST,EXPANDING,48,128.0,2.0,0.01,0.0,6,TRANSITION,T07_LIQUIDITY_MOMENTUM
22937,003420e802b982ad,T_G3_EXTENDED,ROLLING_4Y,48,64.0,2.0,0.0,0.0,4,TRANSITION,T07_LIQUIDITY_MOMENTUM
22938,003cdee1dc17c92a,T_G2_STANDARD,EXPANDING,96,64.0,1.5,0.025,0.01,2,TRANSITION,T07_LIQUIDITY_MOMENTUM
22939,003e9ebc6517dde4,T_G2_STANDARD,EXPANDING,48,64.0,0.5,0.0,0.03,2,TRANSITION,T07_LIQUIDITY_MOMENTUM
22940,00429efbd6f8d1d1,T_G1_FAST,ROLLING_8Y,24,128.0,2.0,0.01,0.01,4,TRANSITION,T07_LIQUIDITY_MOMENTUM
22941,0045e714a9fc6c5d,T_G1_FAST,EXPANDING,160,24.0,1.0,0.0,0.0,6,TRANSITION,T07_LIQUIDITY_MOMENTUM
22942,00474b0060ab9f73,T_G3_EXTENDED,EXPANDING,24,64.0,1.5,0.0,0.0,2,TRANSITION,T07_LIQUIDITY_MOMENTUM
22943,0050d5cf43967db6,T_G2_STANDARD,ROLLING_4Y,48,128.0,1.0,0.01,0.03,6,TRANSITION,T07_LIQUIDITY_MOMENTUM
22944,0052b1500aa669c7,T_G3_EXTENDED,ROLLING_4Y,160,24.0,0.5,0.025,0.0,6,TRANSITION,T07_LIQUIDITY_MOMENTUM
22945,0057bf86f6c1ee3d,T_G2_STANDARD,EXPANDING,96,64.0,1.5,0.025,0.01,6,TRANSITION,T07_LIQUIDITY_MOMENTUM
22946,005e423a0fb7b58a,T_G2_STANDARD,EXPANDING,96,24.0,2.0,0.025,0.03,4,TRANSITION,T07_LIQUIDITY_MOMENTUM
22947,0067f122e2affcaa,T_G2_STANDARD,EXPANDING,160,24.0,0.5,0.025,0.0,4,TRANSITION,T07_LIQUIDITY_MOMENTUM
22948,006ac9423322b4bf,T_G1_FAST,EXPANDING,160,24.0,0.5,0.05,0.0,4,TRANSITION,T07_LIQUIDITY_MOMENTUM
22949,006ae15c1820d0d2,T_G2_STANDARD,ROLLING_4Y,24,24.0,0.5,0.025,0.0,2,TRANSITION,T07_LIQUIDITY_MOMENTUM
22950,006ca617c0f29179,T_G1_FAST,ROLLING_4Y,96,24.0,0.5,0.01,0.01,2,TRANSITION,T07_LIQUIDITY_MOMENTUM
22951,006d533d057e5746,T_G3_EXTENDED,EXPANDING,96,64.0,1.5,0.05,0.03,6,TRANSITION,T07_LIQUIDITY_MOMENTUM
22952,006e060bcb2f3ec8,T_G1_FAST,ROLLING_4Y,48,128.0,1.0,0.0,0.0,4,TRANSITION,T07_LIQUIDITY_MOMENTUM
22953,006fbda21b34a9a9,T_G3_EXTENDED,EXPANDING,48,24.0,1.5,0.0,0.0,2,TRANSITION,T07_LIQUIDITY_MOMENTUM
22954,006fc7ebf6aaa6ac,T_G1_FAST,ROLLING_8Y,160,64.0,0.5,0.05,0.03,6,TRANSITION,T07_LIQUIDITY_MOMENTUM
22955,0071b0a8887a4bb3,T_G2_STANDARD,ROLLING_8Y,96,24.0,1.0,0.0,0.03,4,TRANSITION,T07_LIQUIDITY_MOMENTUM
22956,007782d6b9a951bb,T_G3_EXTENDED,ROLLING_4Y,24,24.0,1.5,0.025,0.0,2,TRANSITION,T07_LIQUIDITY_MOMENTUM
22957,007cba4a6c3d657e,T_G1_FAST,EXPANDING,48,64.0,0.5,0.05,0.03,4,TRANSITION,T07_LIQUIDITY_MOMENTUM
22958,0081ed19a0c06c79,T_G1_FAST,EXPANDING,160,24.0,1.0,0.01,0.01,6,TRANSITION,T07_LIQUIDITY_MOMENTUM
22959,0084b5be33a1fcb6,T_G3_EXTENDED,ROLLING_4Y,96,24.0,0.5,0.025,0.03,6,TRANSITION,T07_LIQUIDITY_MOMENTUM
22960,0084c3a36740e10b,T_G3_EXTENDED,EXPANDING,96,24.0,1.0,0.05,0.01,6,TRANSITION,T07_LIQUIDITY_MOMENTUM
22961,0085a60376101c94,T_G3_EXTENDED,EXPANDING,96,128.0,0.5,0.0,0.01,4,TRANSITION,T07_LIQUIDITY_MOMENTUM
22962,0087aaaf4b2ae99d,T_G3_EXTENDED,EXPANDING,24,24.0,1.5,0.05,0.01,2,TRANSITION,T07_LIQUIDITY_MOMENTUM
22963,0087fab81dbedb58,T_G2_STANDARD,EXPANDING,48,24.0,0.5,0.05,0.01,4,TRANSITION,T07_LIQUIDITY_MOMENTUM
22964,008919e4aa274c86,T_G2_STANDARD,ROLLING_8Y,96,64.0,1.5,0.0,0.0,6,TRANSITION,T07_LIQUIDITY_MOMENTUM
22965,008d1687c178a137,T_G3_EXTENDED,ROLLING_8Y,160,24.0,1.0,0.01,0.0,2,TRANSITION,T07_LIQUIDITY_MOMENTUM
22966,008fd9eb9150d0ff,T_G2_STANDARD,EXPANDING,48,24.0,0.5,0.05,0.01,6,TRANSITION,T07_LIQUIDITY_MOMENTUM
22967,00945e685c14a006,T_G3_EXTENDED,ROLLING_8Y,96,24.0,2.0,0.0,0.0,6,TRANSITION,T07_LIQUIDITY_MOMENTUM
22968,009efe29d72be0a3,T_G3_EXTENDED,ROLLING_8Y,24,24.0,1.0,0.0,0.0,2,TRANSITION,T07_LIQUIDITY_MOMENTUM
22969,00a43d0096b27bc4,T_G1_FAST,EXPANDING,48,128.0,2.0,0.05,0.01,2,TRANSITION,T07_LIQUIDITY_MOMENTUM
22970,0003e88ab6ddd69e,T_G2_STANDARD,EXPANDING,24,24.0,1.5,0.05,0.01,6,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22971,000dc3cd5cdb4424,T_G3_EXTENDED,EXPANDING,160,128.0,1.0,0.025,0.0,4,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22972,00100674a6e52e31,T_G2_STANDARD,EXPANDING,96,24.0,2.0,0.0,0.03,6,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22973,001ec340e7b1c8f1,T_G3_EXTENDED,EXPANDING,96,64.0,0.5,0.01,0.03,4,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22974,001ee52ae8eb60f0,T_G3_EXTENDED,ROLLING_4Y,160,24.0,1.5,0.025,0.0,2,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22975,002719921db802dc,T_G3_EXTENDED,EXPANDING,160,128.0,1.5,0.05,0.01,6,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22976,00274adf3f257165,T_G3_EXTENDED,ROLLING_4Y,160,24.0,1.0,0.0,0.01,4,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22977,00306778f86ed986,T_G3_EXTENDED,EXPANDING,24,64.0,0.5,0.0,0.0,6,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22978,00346977fd7e0dd2,T_G2_STANDARD,ROLLING_8Y,96,24.0,1.0,0.0,0.03,4,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22979,003eca7167cb529d,T_G3_EXTENDED,EXPANDING,160,24.0,2.0,0.025,0.01,4,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22980,004a4e7d03a83eaf,T_G1_FAST,ROLLING_4Y,24,64.0,2.0,0.05,0.0,2,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22981,004bcff1c76313c8,T_G3_EXTENDED,ROLLING_4Y,96,24.0,0.5,0.01,0.01,4,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22982,00590d019eddbfba,T_G3_EXTENDED,ROLLING_8Y,160,64.0,1.5,0.05,0.03,2,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22983,005d488e9442c4cc,T_G2_STANDARD,EXPANDING,48,24.0,1.5,0.05,0.0,2,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22984,005e32c2206a9f57,T_G2_STANDARD,ROLLING_4Y,160,24.0,0.5,0.025,0.0,4,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22985,005eca09a4bd2a06,T_G3_EXTENDED,ROLLING_4Y,48,64.0,1.5,0.0,0.0,4,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22986,005f464de9da36e8,T_G3_EXTENDED,ROLLING_4Y,48,128.0,1.0,0.0,0.03,4,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22987,005fd3b9c1044baf,T_G3_EXTENDED,ROLLING_4Y,160,128.0,1.5,0.05,0.0,2,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22988,00612ff9d30609df,T_G1_FAST,ROLLING_8Y,24,64.0,0.5,0.0,0.01,6,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22989,00619b6657be81e3,T_G3_EXTENDED,ROLLING_4Y,96,128.0,1.5,0.01,0.01,6,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22990,0068c9c697f9051b,T_G2_STANDARD,ROLLING_8Y,48,128.0,1.0,0.01,0.01,2,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22991,006c2dc9d8b891b3,T_G2_STANDARD,EXPANDING,96,64.0,2.0,0.05,0.03,6,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22992,006cf7c4633a21e4,T_G3_EXTENDED,ROLLING_8Y,24,128.0,1.5,0.01,0.0,4,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22993,007102865ddb30c4,T_G1_FAST,EXPANDING,160,128.0,0.5,0.01,0.0,4,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22994,0073c1511ddbad8c,T_G1_FAST,ROLLING_4Y,96,24.0,1.5,0.025,0.03,2,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22995,0083f984d643c726,T_G3_EXTENDED,ROLLING_8Y,160,64.0,1.5,0.0,0.0,6,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22996,00850429c00f487d,T_G3_EXTENDED,EXPANDING,96,64.0,1.5,0.05,0.0,4,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
