attempt_no,variant_id,regime_owner,mechanic,raw_signal_count,minimum_era_raw_signal_count,parameters_json
31249,0003355b10b40de8,CHOP,CHOP_FLOW_CONTINUATION,1310,227,"{""book_min"":0.0,""chop_age_max"":2000,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.07,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""NY"",""spread_ratio_max"":1.15}"
31250,00034627c6e84dfd,CHOP,CHOP_FLOW_CONTINUATION,971,131,"{""book_min"":0.06,""chop_age_max"":432,""chop_age_min"":1,""efficiency_min"":0.0,""imbalance_min"":0.07,""imbalance_window"":""5m"",""intensity_min"":0.7,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ASIA"",""spread_ratio_max"":1.15}"
31251,00039a8831dd9bff,CHOP,CHOP_FLOW_CONTINUATION,2014,367,"{""book_min"":0.1,""chop_age_max"":2000,""chop_age_min"":12,""efficiency_min"":0.015,""imbalance_min"":0.05,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""LONDON"",""spread_ratio_max"":1.5}"
31252,0003c86534ab66e0,CHOP,CHOP_FLOW_CONTINUATION,1451,318,"{""book_min"":0.1,""chop_age_max"":432,""chop_age_min"":1,""efficiency_min"":0.015,""imbalance_min"":0.025,""imbalance_window"":""15m"",""intensity_min"":0.7,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""NY"",""spread_ratio_max"":1.5}"
31253,0003dc12d5575206,CHOP,CHOP_FLOW_CONTINUATION,1731,304,"{""book_min"":0.03,""chop_age_max"":144,""chop_age_min"":48,""efficiency_min"":0.015,""imbalance_min"":0.015,""imbalance_window"":""15m"",""intensity_min"":0.7,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""ASIA"",""spread_ratio_max"":1.3}"
31254,0003e760b3f9a8d5,CHOP,CHOP_FLOW_CONTINUATION,294,35,"{""book_min"":0.06,""chop_age_max"":144,""chop_age_min"":1,""efficiency_min"":0.0,""imbalance_min"":0.05,""imbalance_window"":""15m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LATE"",""spread_ratio_max"":1.3}"
31255,0003f1d05552bcbc,CHOP,CHOP_FLOW_CONTINUATION,287,45,"{""book_min"":0.06,""chop_age_max"":2000,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.07,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""LATE"",""spread_ratio_max"":1.15}"
31256,0004280ccd86a62b,CHOP,CHOP_FLOW_CONTINUATION,7151,1111,"{""book_min"":0.03,""chop_age_max"":2000,""chop_age_min"":1,""efficiency_min"":0.0,""imbalance_min"":0.025,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ASIA"",""spread_ratio_max"":1.3}"
31257,000442f1821a188f,CHOP,CHOP_FLOW_CONTINUATION,954,119,"{""book_min"":0.0,""chop_age_max"":144,""chop_age_min"":48,""efficiency_min"":0.015,""imbalance_min"":0.07,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ASIA"",""spread_ratio_max"":1.3}"
31258,00046c2c3d98a9f2,CHOP,CHOP_FLOW_CONTINUATION,6216,1373,"{""book_min"":0.06,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.025,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""NY"",""spread_ratio_max"":1.5}"
31259,0004f34467ec3ce8,CHOP,CHOP_FLOW_CONTINUATION,1122,255,"{""book_min"":0.1,""chop_age_max"":144,""chop_age_min"":48,""efficiency_min"":0.0,""imbalance_min"":0.05,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ALL"",""spread_ratio_max"":1.5}"
31260,00050aafa19f7514,CHOP,CHOP_FLOW_CONTINUATION,313,74,"{""book_min"":0.1,""chop_age_max"":48,""chop_age_min"":1,""efficiency_min"":0.035,""imbalance_min"":0.035,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.15}"
31261,00053e629eb48070,CHOP,CHOP_FLOW_CONTINUATION,3003,575,"{""book_min"":0.1,""chop_age_max"":2000,""chop_age_min"":48,""efficiency_min"":0.0,""imbalance_min"":0.035,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""LONDON"",""spread_ratio_max"":1.5}"
31262,0006238611c5d749,CHOP,CHOP_FLOW_CONTINUATION,1576,243,"{""book_min"":0.06,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.05,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""ASIA"",""spread_ratio_max"":1.3}"
31263,00064748a9e1cf67,CHOP,CHOP_FLOW_CONTINUATION,503,113,"{""book_min"":0.0,""chop_age_max"":48,""chop_age_min"":12,""efficiency_min"":0.015,""imbalance_min"":0.015,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LATE"",""spread_ratio_max"":1.3}"
31264,00065681e2302cdd,CHOP,CHOP_FLOW_CONTINUATION,808,78,"{""book_min"":0.06,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.015,""imbalance_min"":0.05,""imbalance_window"":""15m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.15}"
31265,000683e68f06118b,CHOP,CHOP_FLOW_CONTINUATION,2514,438,"{""book_min"":0.03,""chop_age_max"":432,""chop_age_min"":1,""efficiency_min"":0.035,""imbalance_min"":0.025,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""NY"",""spread_ratio_max"":1.15}"
31266,0006b9b648686ca9,CHOP,CHOP_FLOW_CONTINUATION,1505,331,"{""book_min"":0.0,""chop_age_max"":432,""chop_age_min"":48,""efficiency_min"":0.035,""imbalance_min"":0.025,""imbalance_window"":""5m"",""intensity_min"":0.7,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LATE"",""spread_ratio_max"":1.3}"
31267,000721d9648b2996,CHOP,CHOP_FLOW_CONTINUATION,1349,181,"{""book_min"":0.03,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.07,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""ASIA"",""spread_ratio_max"":1.5}"
31268,00074847fde83e9e,CHOP,CHOP_FLOW_CONTINUATION,566,94,"{""book_min"":0.06,""chop_age_max"":432,""chop_age_min"":48,""efficiency_min"":0.035,""imbalance_min"":0.07,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""NY"",""spread_ratio_max"":1.15}"
31269,000754b800d46398,CHOP,CHOP_FLOW_CONTINUATION,493,90,"{""book_min"":0.06,""chop_age_max"":48,""chop_age_min"":1,""efficiency_min"":0.015,""imbalance_min"":0.015,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""ASIA"",""spread_ratio_max"":1.5}"
31270,0007d7e71b027b90,CHOP,CHOP_FLOW_CONTINUATION,1146,209,"{""book_min"":0.0,""chop_age_max"":48,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.015,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""NY"",""spread_ratio_max"":1.3}"
31271,0007f164db01a0e6,CHOP,CHOP_FLOW_CONTINUATION,2586,517,"{""book_min"":0.0,""chop_age_max"":48,""chop_age_min"":12,""efficiency_min"":0.015,""imbalance_min"":0.025,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""ALL"",""spread_ratio_max"":1.3}"
31272,0007f7dd33a357f3,CHOP,CHOP_FLOW_CONTINUATION,1322,274,"{""book_min"":0.1,""chop_age_max"":144,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.015,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.15}"
31273,0007fcc4cc520433,CHOP,CHOP_FLOW_CONTINUATION,2068,445,"{""book_min"":0.1,""chop_age_max"":432,""chop_age_min"":1,""efficiency_min"":0.0,""imbalance_min"":0.025,""imbalance_window"":""15m"",""intensity_min"":1.0,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""NY"",""spread_ratio_max"":1.15}"
31274,000815da9831c338,CHOP,CHOP_FLOW_CONTINUATION,621,134,"{""book_min"":0.06,""chop_age_max"":144,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.05,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""LONDON"",""spread_ratio_max"":1.3}"
31275,00083efd29cb973e,CHOP,CHOP_FLOW_CONTINUATION,1902,302,"{""book_min"":0.0,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.035,""imbalance_window"":""5m"",""intensity_min"":0.7,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""ASIA"",""spread_ratio_max"":1.5}"
31276,000867d545ac722e,CHOP,CHOP_FLOW_CONTINUATION,913,190,"{""book_min"":0.1,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.035,""imbalance_window"":""15m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""NY"",""spread_ratio_max"":1.5}"
31277,00089483958d4a12,CHOP,CHOP_FLOW_CONTINUATION,2447,352,"{""book_min"":0.0,""chop_age_max"":144,""chop_age_min"":1,""efficiency_min"":0.015,""imbalance_min"":0.05,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""ALL"",""spread_ratio_max"":1.15}"
31278,0008a8eb60ffb632,CHOP,CHOP_FLOW_CONTINUATION,5596,1166,"{""book_min"":0.03,""chop_age_max"":144,""chop_age_min"":1,""efficiency_min"":0.0,""imbalance_min"":0.025,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""ALL"",""spread_ratio_max"":1.3}"
31279,0008c626dc92cf5b,CHOP,CHOP_FLOW_CONTINUATION,244,50,"{""book_min"":0.1,""chop_age_max"":144,""chop_age_min"":48,""efficiency_min"":0.015,""imbalance_min"":0.035,""imbalance_window"":""15m"",""intensity_min"":1.0,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""NY"",""spread_ratio_max"":1.5}"
31280,000961736de337fe,CHOP,CHOP_FLOW_CONTINUATION,2654,557,"{""book_min"":0.1,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.015,""imbalance_min"":0.05,""imbalance_window"":""5m"",""intensity_min"":0.3,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.15}"
31281,000997e0e9d8dcb5,CHOP,CHOP_FLOW_CONTINUATION,2083,446,"{""book_min"":0.06,""chop_age_max"":144,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.015,""imbalance_window"":""5m"",""intensity_min"":0.3,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.3}"
31282,000a5bc7462a2baa,CHOP,CHOP_FLOW_CONTINUATION,3374,545,"{""book_min"":0.06,""chop_age_max"":2000,""chop_age_min"":48,""efficiency_min"":0.0,""imbalance_min"":0.035,""imbalance_window"":""5m"",""intensity_min"":0.3,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""LONDON"",""spread_ratio_max"":1.3}"
31283,000a65bebb7a83d4,CHOP,CHOP_FLOW_CONTINUATION,4708,630,"{""book_min"":0.06,""chop_age_max"":432,""chop_age_min"":1,""efficiency_min"":0.015,""imbalance_min"":0.05,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""ALL"",""spread_ratio_max"":1.5}"
31284,000a8a7337449872,CHOP,CHOP_FLOW_CONTINUATION,417,57,"{""book_min"":0.06,""chop_age_max"":144,""chop_age_min"":48,""efficiency_min"":0.035,""imbalance_min"":0.05,""imbalance_window"":""15m"",""intensity_min"":0.5,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""ASIA"",""spread_ratio_max"":1.15}"
31285,000af2ba27da501a,CHOP,CHOP_FLOW_CONTINUATION,1695,305,"{""book_min"":0.06,""chop_age_max"":48,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.025,""imbalance_window"":""5m"",""intensity_min"":0.7,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ALL"",""spread_ratio_max"":1.15}"
31286,000b1c7d4be3e993,CHOP,CHOP_FLOW_CONTINUATION,542,102,"{""book_min"":0.06,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.015,""imbalance_min"":0.05,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LATE"",""spread_ratio_max"":1.3}"
31287,000b525cecc9ffd8,CHOP,CHOP_FLOW_CONTINUATION,7824,1688,"{""book_min"":0.1,""chop_age_max"":144,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.015,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ALL"",""spread_ratio_max"":1.3}"
31288,000b8077edd13cf0,CHOP,CHOP_FLOW_CONTINUATION,497,86,"{""book_min"":0.1,""chop_age_max"":2000,""chop_age_min"":48,""efficiency_min"":0.0,""imbalance_min"":0.035,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""LATE"",""spread_ratio_max"":1.3}"
31289,000baa60e7802cf7,CHOP,CHOP_FLOW_CONTINUATION,797,77,"{""book_min"":0.0,""chop_age_max"":2000,""chop_age_min"":48,""efficiency_min"":0.035,""imbalance_min"":0.05,""imbalance_window"":""15m"",""intensity_min"":1.0,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.15}"
31290,000c2c812bd3bdb2,CHOP,CHOP_FLOW_CONTINUATION,174,18,"{""book_min"":0.03,""chop_age_max"":144,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.05,""imbalance_window"":""15m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""ASIA"",""spread_ratio_max"":1.3}"
31291,000c5adcf2375b14,CHOP,CHOP_FLOW_CONTINUATION,3693,639,"{""book_min"":0.03,""chop_age_max"":2000,""chop_age_min"":48,""efficiency_min"":0.0,""imbalance_min"":0.015,""imbalance_window"":""15m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""LONDON"",""spread_ratio_max"":1.15}"
31292,000c8ff4f7f89ba2,CHOP,CHOP_FLOW_CONTINUATION,1442,272,"{""book_min"":0.0,""chop_age_max"":144,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.015,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LATE"",""spread_ratio_max"":1.5}"
31293,000cb9e624c88c04,CHOP,CHOP_FLOW_CONTINUATION,324,49,"{""book_min"":0.03,""chop_age_max"":144,""chop_age_min"":48,""efficiency_min"":0.0,""imbalance_min"":0.025,""imbalance_window"":""15m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""LATE"",""spread_ratio_max"":1.5}"
31294,000cf4f0805aa4cf,CHOP,CHOP_FLOW_CONTINUATION,561,107,"{""book_min"":0.0,""chop_age_max"":144,""chop_age_min"":48,""efficiency_min"":0.035,""imbalance_min"":0.035,""imbalance_window"":""15m"",""intensity_min"":0.7,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""NY"",""spread_ratio_max"":1.3}"
31295,000d000c026e9244,CHOP,CHOP_FLOW_CONTINUATION,668,151,"{""book_min"":0.03,""chop_age_max"":144,""chop_age_min"":48,""efficiency_min"":0.035,""imbalance_min"":0.05,""imbalance_window"":""5m"",""intensity_min"":0.3,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""NY"",""spread_ratio_max"":1.15}"
31296,000d0413c699f56e,CHOP,CHOP_FLOW_CONTINUATION,458,52,"{""book_min"":0.0,""chop_age_max"":48,""chop_age_min"":12,""efficiency_min"":0.015,""imbalance_min"":0.07,""imbalance_window"":""15m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ALL"",""spread_ratio_max"":1.5}"
31297,000d39625b031658,CHOP,CHOP_FLOW_CONTINUATION,1141,272,"{""book_min"":0.06,""chop_age_max"":48,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.015,""imbalance_window"":""5m"",""intensity_min"":0.3,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.15}"
31298,000d54f64e265940,CHOP,CHOP_FLOW_CONTINUATION,2632,370,"{""book_min"":0.03,""chop_age_max"":2000,""chop_age_min"":48,""efficiency_min"":0.035,""imbalance_min"":0.035,""imbalance_window"":""15m"",""intensity_min"":0.7,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.15}"
31299,000d5541fd3e3e76,CHOP,CHOP_FLOW_CONTINUATION,1864,314,"{""book_min"":0.0,""chop_age_max"":2000,""chop_age_min"":1,""efficiency_min"":0.035,""imbalance_min"":0.025,""imbalance_window"":""15m"",""intensity_min"":1.0,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""LONDON"",""spread_ratio_max"":1.3}"
31300,000dd2f69f51ff00,CHOP,CHOP_FLOW_CONTINUATION,214,46,"{""book_min"":0.06,""chop_age_max"":48,""chop_age_min"":12,""efficiency_min"":0.015,""imbalance_min"":0.035,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LATE"",""spread_ratio_max"":1.15}"
31301,000dda7145810bc6,CHOP,CHOP_FLOW_CONTINUATION,451,87,"{""book_min"":0.03,""chop_age_max"":144,""chop_age_min"":48,""efficiency_min"":0.0,""imbalance_min"":0.025,""imbalance_window"":""15m"",""intensity_min"":1.0,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.3}"
31302,000deb7b8f78cdff,CHOP,CHOP_FLOW_CONTINUATION,157,35,"{""book_min"":0.1,""chop_age_max"":48,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.07,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""NY"",""spread_ratio_max"":1.5}"
31303,000defeb6d8e521f,CHOP,CHOP_FLOW_CONTINUATION,323,34,"{""book_min"":0.0,""chop_age_max"":48,""chop_age_min"":1,""efficiency_min"":0.015,""imbalance_min"":0.05,""imbalance_window"":""15m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.3}"
31304,000e1b42a0d14d9c,CHOP,CHOP_FLOW_CONTINUATION,425,48,"{""book_min"":0.1,""chop_age_max"":144,""chop_age_min"":48,""efficiency_min"":0.015,""imbalance_min"":0.05,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ASIA"",""spread_ratio_max"":1.15}"
31305,000e33a5e0f562cb,CHOP,CHOP_FLOW_CONTINUATION,258,43,"{""book_min"":0.0,""chop_age_max"":48,""chop_age_min"":1,""efficiency_min"":0.015,""imbalance_min"":0.035,""imbalance_window"":""15m"",""intensity_min"":1.0,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""LONDON"",""spread_ratio_max"":1.3}"
31306,000e6ab718076f20,CHOP,CHOP_FLOW_CONTINUATION,1357,176,"{""book_min"":0.03,""chop_age_max"":144,""chop_age_min"":48,""efficiency_min"":0.0,""imbalance_min"":0.035,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ASIA"",""spread_ratio_max"":1.3}"
31307,000e75b0f632a62c,CHOP,CHOP_FLOW_CONTINUATION,787,117,"{""book_min"":0.03,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.015,""imbalance_min"":0.07,""imbalance_window"":""5m"",""intensity_min"":0.7,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""ASIA"",""spread_ratio_max"":1.5}"
31308,000ec47c5a072770,CHOP,CHOP_FLOW_CONTINUATION,5193,993,"{""book_min"":0.03,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.025,""imbalance_window"":""15m"",""intensity_min"":0.7,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""NY"",""spread_ratio_max"":1.15}"
31309,000ef2cd5863f5c4,CHOP,CHOP_FLOW_CONTINUATION,456,106,"{""book_min"":0.1,""chop_age_max"":144,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.015,""imbalance_window"":""15m"",""intensity_min"":0.7,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""LATE"",""spread_ratio_max"":1.5}"
31310,000f22119ace95ff,CHOP,CHOP_FLOW_CONTINUATION,654,120,"{""book_min"":0.03,""chop_age_max"":48,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.015,""imbalance_window"":""15m"",""intensity_min"":0.5,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LATE"",""spread_ratio_max"":1.3}"
31311,000f26940c4629e2,CHOP,CHOP_FLOW_CONTINUATION,2385,379,"{""book_min"":0.06,""chop_age_max"":2000,""chop_age_min"":1,""efficiency_min"":0.0,""imbalance_min"":0.05,""imbalance_window"":""5m"",""intensity_min"":0.7,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ASIA"",""spread_ratio_max"":1.5}"
31312,000f79a5895e02b2,CHOP,CHOP_FLOW_CONTINUATION,622,133,"{""book_min"":0.0,""chop_age_max"":144,""chop_age_min"":48,""efficiency_min"":0.0,""imbalance_min"":0.035,""imbalance_window"":""5m"",""intensity_min"":0.7,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""LATE"",""spread_ratio_max"":1.5}"
31313,000f97e1f2a15cc0,CHOP,CHOP_FLOW_CONTINUATION,1274,197,"{""book_min"":0.03,""chop_age_max"":432,""chop_age_min"":48,""efficiency_min"":0.0,""imbalance_min"":0.05,""imbalance_window"":""15m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ASIA"",""spread_ratio_max"":1.15}"
31314,000fd293a08c9cc1,CHOP,CHOP_FLOW_CONTINUATION,411,89,"{""book_min"":0.06,""chop_age_max"":48,""chop_age_min"":1,""efficiency_min"":0.015,""imbalance_min"":0.05,""imbalance_window"":""5m"",""intensity_min"":0.3,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""LONDON"",""spread_ratio_max"":1.5}"
31315,000ff786a2e9d78e,CHOP,CHOP_FLOW_CONTINUATION,1189,249,"{""book_min"":0.1,""chop_age_max"":48,""chop_age_min"":1,""efficiency_min"":0.0,""imbalance_min"":0.015,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.5}"
