specialist_id,metric,reviewed_value,corrected_value,absolute_difference,relative_difference,classification_impact
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,top-three winning-day share stress,0.0577796074828,0.0217984176325,-0.0359811898503,-0.622731642146,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,top-three winning-day share broker-transfer,0.0670396989619,0.0230168492687,-0.0440228496932,-0.656668367772,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,target exits,82,82,0,0,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,stop exits,603,603,0,0,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,convergence exits,1353,1353,0,0,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,expiry exits,0,0,0,,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,forced exits,0,0,0,,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,trade count,1974,1974,0,0,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,win count,861,861,0,0,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,loss count,1107,1107,0,0,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,baseline PF,0.58950515137,0.58950515137,-3.44724249146e-13,-5.84768849509e-13,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,baseline expectancy,-0.158843995924,-0.158843995924,2.17936779734e-13,1.37201773643e-12,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,baseline net R,-313.558047954,-313.558047954,4.54235760117e-10,1.44864966178e-12,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,stress PF,0.422042140722,0.422042140722,7.12208070297e-14,1.68752833326e-13,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,stress expectancy,-0.258143944603,-0.258143944603,7.93254351095e-14,3.07291481237e-13,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,stress net R,-509.576146646,-509.576146646,-1.65414348885e-10,-3.24611640426e-13,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,broker-transfer PF,0.354561779828,0.354561779828,-2.9304336735e-13,-8.26494518084e-13,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,broker-transfer expectancy,-0.308843995924,-0.308843995924,2.17992290885e-13,7.05833021727e-13,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,broker-transfer net R,-609.658047954,-609.658047954,4.54292603536e-10,7.45159692487e-13,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,maximum closed drawdown,313.558047954,313.558047954,-4.54235760117e-10,-1.44864966178e-12,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,top-ten winner share,0.0333114405331,0.0333114405331,2.4764912343e-14,7.43435646934e-13,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,top-three winning-day share baseline,0.0696282594694,0.0326364154222,-0.0369918440472,-0.531276299724,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,top-three winning-day share stress,0.0844015455476,0.0344589868018,-0.0499425587458,-0.591725642247,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,top-three winning-day share broker-transfer,0.0932787991221,0.0349232987459,-0.0583555003762,-0.625603040835,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,target exits,82,82,0,0,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,stop exits,569,569,0,0,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,convergence exits,1323,1323,0,0,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,expiry exits,0,0,0,,UNCHANGED_STAGE_A_CLASSIFICATION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,forced exits,0,0,0,,UNCHANGED_STAGE_A_CLASSIFICATION
COMBINED_BIDIRECTIONAL_DIAGNOSTIC,trade count,4012,4012,0,0,UNCHANGED_STAGE_A_CLASSIFICATION
COMBINED_BIDIRECTIONAL_DIAGNOSTIC,win count,1754,1754,0,0,UNCHANGED_STAGE_A_CLASSIFICATION
COMBINED_BIDIRECTIONAL_DIAGNOSTIC,loss count,2251,2251,0,0,UNCHANGED_STAGE_A_CLASSIFICATION
COMBINED_BIDIRECTIONAL_DIAGNOSTIC,baseline PF,0.599569511544,0.599569511544,3.75588449231e-13,6.26430200334e-13,UNCHANGED_STAGE_A_CLASSIFICATION
COMBINED_BIDIRECTIONAL_DIAGNOSTIC,baseline expectancy,-0.156358908006,-0.156358908006,-2.76501044283e-13,-1.76837410678e-12,UNCHANGED_STAGE_A_CLASSIFICATION
COMBINED_BIDIRECTIONAL_DIAGNOSTIC,baseline net R,-627.311938921,-627.311938921,-1.81330506166e-10,-2.89059549031e-13,UNCHANGED_STAGE_A_CLASSIFICATION
COMBINED_BIDIRECTIONAL_DIAGNOSTIC,stress PF,0.431921431626,0.431921431626,-3.21964677141e-14,-7.4542417571e-14,UNCHANGED_STAGE_A_CLASSIFICATION
COMBINED_BIDIRECTIONAL_DIAGNOSTIC,stress expectancy,-0.255293323285,-0.255293323285,-3.14859249784e-13,-1.23332347957e-12,UNCHANGED_STAGE_A_CLASSIFICATION
COMBINED_BIDIRECTIONAL_DIAGNOSTIC,stress net R,-1024.23681302,-1024.23681302,-6.83257894707e-10,-6.6708976481e-13,UNCHANGED_STAGE_A_CLASSIFICATION
COMBINED_BIDIRECTIONAL_DIAGNOSTIC,broker-transfer PF,0.36314887154,0.36314887154,-3.75866004987e-13,-1.03501906365e-12,UNCHANGED_STAGE_A_CLASSIFICATION
COMBINED_BIDIRECTIONAL_DIAGNOSTIC,broker-transfer expectancy,-0.306358908006,-0.306358908006,-2.76445533132e-13,-9.02358396989e-13,UNCHANGED_STAGE_A_CLASSIFICATION
COMBINED_BIDIRECTIONAL_DIAGNOSTIC,broker-transfer net R,-1229.11193892,-1229.11193892,-1.18120624393e-09,-9.61024139889e-13,UNCHANGED_STAGE_A_CLASSIFICATION
COMBINED_BIDIRECTIONAL_DIAGNOSTIC,maximum closed drawdown,627.311938921,627.311938921,1.82240000868e-10,2.9050937749e-13,UNCHANGED_STAGE_A_CLASSIFICATION
COMBINED_BIDIRECTIONAL_DIAGNOSTIC,top-ten winner share,0.0159696464807,0.0159696464807,-4.19109191796e-15,-2.62441120599e-13,UNCHANGED_STAGE_A_CLASSIFICATION
COMBINED_BIDIRECTIONAL_DIAGNOSTIC,top-three winning-day share baseline,0.0566469213221,0.0153071874868,-0.0413397338353,-0.729779004233,UNCHANGED_STAGE_A_CLASSIFICATION
COMBINED_BIDIRECTIONAL_DIAGNOSTIC,top-three winning-day share stress,0.0758479853866,0.0149579672717,-0.0608900181149,-0.802790183609,UNCHANGED_STAGE_A_CLASSIFICATION
COMBINED_BIDIRECTIONAL_DIAGNOSTIC,top-three winning-day share broker-transfer,0.0879554615057,0.0142011619092,-0.0737542995965,-0.838541442838,UNCHANGED_STAGE_A_CLASSIFICATION
COMBINED_BIDIRECTIONAL_DIAGNOSTIC,target exits,164,164,0,0,UNCHANGED_STAGE_A_CLASSIFICATION
COMBINED_BIDIRECTIONAL_DIAGNOSTIC,stop exits,1172,1172,0,0,UNCHANGED_STAGE_A_CLASSIFICATION
COMBINED_BIDIRECTIONAL_DIAGNOSTIC,convergence exits,2676,2676,0,0,UNCHANGED_STAGE_A_CLASSIFICATION
COMBINED_BIDIRECTIONAL_DIAGNOSTIC,expiry exits,0,0,0,,UNCHANGED_STAGE_A_CLASSIFICATION
COMBINED_BIDIRECTIONAL_DIAGNOSTIC,forced exits,0,0,0,,UNCHANGED_STAGE_A_CLASSIFICATION
ALL_EXECUTION,same-millisecond groups inspected,NOT_REPORTED,0,,,EVIDENCE_QUALITY_ONLY
ALL_EXECUTION,same-millisecond groups with multiple source sequences,NOT_REPORTED,0,,,EVIDENCE_QUALITY_ONLY
ALL_EXECUTION,unordered groups,NOT_REPORTED,0,,,EVIDENCE_QUALITY_ONLY
ALL_EXECUTION,groups containing both stop and target across quotes,NOT_REPORTED,0,,,EVIDENCE_QUALITY_ONLY
ALL_EXECUTION,trades whose exit changed,NOT_REPORTED,0,,,EVIDENCE_QUALITY_ONLY
ALL_EXECUTION,trades whose MFE changed,NOT_REPORTED,0,,,EVIDENCE_QUALITY_ONLY
ALL_EXECUTION,trades whose MAE changed,NOT_REPORTED,0,,,EVIDENCE_QUALITY_ONLY
